regionno,regionname,year,gdpcap,sec.agriculture,sec.energy,sec.industry,sec.construction,sec.services.venta,sec.services.nonventa,school.illit,school.prim,school.med,school.high,popdens,invest,terrorism
3,Aragon,1960,2.8814623608516987,,,,,,,9.044409374918862,84.10824914651943,4.21677183859595,2.630569639965761,24.040000915527344,21.272478103637695,0
3,Aragon,1961,3.09954297028416,25.06999969482422,6.909999847412109,21.65999984741211,6.800000190734863,32.849998474121094,6.710000038146973,9.044409374918862,84.10824914651943,4.21677183859595,2.630569639965761,24.040000915527344,21.272478103637695,0
3,Aragon,1962,3.3591831864305512,,,,,,,9.044409374918862,84.10824914651943,4.21677183859595,2.630569639965761,24.040000915527344,21.272478103637695,0
3,Aragon,1963,3.614181697249447,25.34000015258789,6.079999923706055,21.729999542236328,7.53000020980835,33.349998474121094,5.960000038146973,9.044409374918862,84.10824914651943,4.21677183859595,2.630569639965761,24.040000915527344,21.272478103637695,0
3,Aragon,1964,3.680091297854631,,,,,,,9.044409374918862,84.10824914651943,4.21677183859595,2.630569639965761,24.040000915527344,21.272478103637695,0
3,Aragon,1965,3.7452869911052202,21.020000457763672,6.269999980926514,23.600000381469727,8.289999961853027,34.22999954223633,6.599999904632568,8.802070226708917,84.0424160928235,4.447186432840919,2.708327247626671,24.040000915527344,22.76789665222168,0
3,Aragon,1966,3.8833191040004196,,,,,,,8.552007602251226,83.95814395782278,4.696560915829575,2.7932875240964097,24.040000915527344,21.476425170898438,0
3,Aragon,1967,4.016138124179922,18.479999542236328,6.079999923706055,23.3799991607666,8.430000305175781,35.709999084472656,7.929999828338623,8.280872830599776,83.86417019826591,4.970960136091875,2.88399683504244,24.040000915527344,19.729175567626953,0
3,Aragon,1968,4.243644882154206,,,,,,,8.006064713722994,83.35154355032958,5.684139710588636,2.95825202535879,24.040000915527344,20.584880828857422,0
3,Aragon,1969,4.4762209053551665,18.719999313354492,6.050000190734863,23.530000686645508,8.109999656677246,35.310001373291016,8.279999732971191,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,23.63405990600586,0
3,Aragon,1970,4.5962580201694605,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,24.926958084106445,0
3,Aragon,1971,4.723721863507748,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,22.161314010620117,0
3,Aragon,1972,5.001285381910972,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,21.90011978149414,0
3,Aragon,1973,5.283490605641692,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,22.70714569091797,0
3,Aragon,1974,5.442373781877054,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,25.39490509033203,0
3,Aragon,1975,5.600971046497876,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,25.422359466552734,0
3,Aragon,1976,5.736575089873876,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,26.061880111694336,0
3,Aragon,1977,5.866395524827728,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,22.85999298095703,0
3,Aragon,1978,5.925021352716189,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,21.286657333374023,0
3,Aragon,1979,5.952799235095776,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,20.492244720458984,0
3,Aragon,1980,5.974721595308707,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,20.72980308532715,0
3,Aragon,1981,6.011139587210574,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,20.82062530517578,0
3,Aragon,1982,6.133604771544068,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,26.48906707763672,0
3,Aragon,1983,6.260854181171451,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,17.562376022338867,0
3,Aragon,1984,6.3728936159144265,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,18.101327896118164,0
3,Aragon,1985,6.495501320214314,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,19.533239364624023,0
3,Aragon,1986,6.926520924267174,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,18.325876235961914,0
3,Aragon,1987,7.358611825192803,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,19.599504470825195,0
3,Aragon,1988,7.802770288288168,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,20.082304000854492,0
3,Aragon,1989,8.242645307255962,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,22.157751083374023,0
3,Aragon,1990,8.458297629248786,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,22.210424423217773,0
3,Aragon,1991,8.668237820723098,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,22.017955780029297,0
3,Aragon,1992,8.46686626086743,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,22.86540412902832,0
3,Aragon,1993,8.256926941074871,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,21.559242248535156,0
3,Aragon,1994,8.573978514509248,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,21.921186447143555,0
3,Aragon,1995,8.846758243459458,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,20.666744232177734,0
3,Aragon,1996,9.096686835290363,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,20.666744232177734,0
3,Aragon,1997,9.518708940302771,,,,,,,7.7345589370336825,82.77735344646058,6.399942731783182,3.0881448847225577,24.040000915527344,20.666744232177734,0
4,Principado De Asturias,1955,2.5029278046674164,,,,,,,3.848123440325897,88.68040493554678,4.98100983848429,2.4904617856430407,98.73999786376953,21.04845428466797,0
4,Principado De Asturias,1956,2.6155384088781557,,,,,,,3.848123440325897,88.68040493554678,4.98100983848429,2.4904617856430407,98.73999786376953,21.04845428466797,0
4,Principado De Asturias,1957,2.725792639393767,,,,,,,3.848123440325897,88.68040493554678,4.98100983848429,2.4904617856430407,98.73999786376953,21.04845428466797,0
4,Principado De Asturias,1958,2.751856577529188,,,,,,,3.848123440325897,88.68040493554678,4.98100983848429,2.4904617856430407,98.73999786376953,21.04845428466797,0
4,Principado De Asturias,1959,2.7774208241004805,,,,,,,3.848123440325897,88.68040493554678,4.98100983848429,2.4904617856430407,98.73999786376953,21.04845428466797,0
4,Principado De Asturias,1960,2.9672951195724213,,,,,,,3.848123440325897,88.68040493554678,4.98100983848429,2.4904617856430407,98.73999786376953,21.04845428466797,0
4,Principado De Asturias,1961,3.1438873822741495,14.119999885559082,21.360000610351562,22.079999923706055,9.029999732971191,28.459999084472656,4.949999809265137,3.848123440325897,88.68040493554678,4.98100983848429,2.4904617856430407,98.73999786376953,21.04845428466797,0
4,Principado De Asturias,1962,3.373536080232657,,,,,,,3.848123440325897,88.68040493554678,4.98100983848429,2.4904617856430407,98.73999786376953,21.04845428466797,0
4,Principado De Asturias,1963,3.59725799604131,15.170000076293945,19.040000915527344,22.360000610351562,8.960000038146973,29.709999084472656,4.769999980926514,3.848123440325897,88.68040493554678,4.98100983848429,2.4904617856430407,98.73999786376953,21.04845428466797,0
4,Principado De Asturias,1964,3.672593527267879,,,,,,,3.848123440325897,88.68040493554678,4.98100983848429,2.4904617856430407,98.73999786376953,21.04845428466797,0
4,Principado De Asturias,1965,3.743358831070587,12.100000381469727,18.469999313354492,24.40999984741211,9.5600004196167,30.030000686645508,5.429999828338623,3.9609801364485295,88.19507841631022,5.25874424940512,2.585197197836125,98.73999786376953,22.659502029418945,0
4,Principado De Asturias,1966,3.909382824215403,,,,,,,4.062904809874535,87.68706123763126,5.560797649047394,2.689236303446823,98.73999786376953,22.34093475341797,0
4,Principado De Asturias,1967,4.073122139489164,10.5600004196167,18.309999465942383,24.799999237060547,8.680000305175781,31.170000076293945,6.480000019073486,4.1464725209425435,87.1579821377021,5.8946235139799565,2.8009218273754004,98.73999786376953,21.481456756591797,0
4,Principado De Asturias,1968,4.308626141693892,,,,,,,4.21903492593065,86.1279161816893,6.752068787960372,2.9009801044196744,98.73999786376953,23.038053512573242,0
4,Principado De Asturias,1969,4.549700190291613,9.859999656677246,16.059999465942383,26.979999542236328,8.800000190734863,31.389999389648438,6.909999847412109,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,26.049453735351562,0
4,Principado De Asturias,1970,4.631605151039436,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,23.937179565429688,0
4,Principado De Asturias,1971,4.699657345390157,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,21.74786376953125,0
4,Principado De Asturias,1972,5.0225648768320665,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,21.009681701660156,0
4,Principado De Asturias,1973,5.345615364081245,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,22.831401824951172,0
4,Principado De Asturias,1974,5.502499338219215,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,24.34782600402832,0
4,Principado De Asturias,1975,5.651956583833191,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,23.062095642089844,0
4,Principado De Asturias,1976,5.592259459071962,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,20.973421096801758,0
4,Principado De Asturias,1977,5.538703332251053,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,22.239246368408203,0
4,Principado De Asturias,1978,5.614610250865824,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,19.366674423217773,0
4,Principado De Asturias,1979,5.704298893814937,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,18.128252029418945,0
4,Principado De Asturias,1980,5.796986557830576,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,16.13027572631836,0
4,Principado De Asturias,1981,5.935661100176736,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,15.48353385925293,0
4,Principado De Asturias,1982,5.849757299393254,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,17.84812355041504,0
4,Principado De Asturias,1983,5.769066155484594,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,17.3350830078125,0
4,Principado De Asturias,1984,5.887318066071525,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,15.750106811523438,0
4,Principado De Asturias,1985,6.011282543017844,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,16.305553436279297,0
4,Principado De Asturias,1986,6.2347900251155925,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,19.254858016967773,0
4,Principado De Asturias,1987,6.465295804156402,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,21.510318756103516,0
4,Principado De Asturias,1988,6.688160420962315,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,21.13117218017578,0
4,Principado De Asturias,1989,6.913524585191062,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,20.36362075805664,0
4,Principado De Asturias,1990,6.983147550058242,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,22.212276458740234,0
4,Principado De Asturias,1991,7.040631039011176,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,23.660430908203125,0
4,Principado De Asturias,1992,6.922807560005177,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,20.540019989013672,0
4,Principado De Asturias,1993,6.798343173574292,,,,,,,4.283942223496543,85.04655473731306,7.617325453400784,3.052177585789618,98.73999786376953,18.537837982177734,0
