district,town,time,Y_N,Y_I,Y_obs,treated,tourism_spending,population,Region
Bandabou,Barber,29,21.27781707223629,23.259575766508142,21.27781707223629,False,336.965827544817,2412,0
Bandabou,Barber,30,21.264315586534448,23.36168819431396,21.264315586534448,False,118.58016508799909,2412,0
Bandabou,Barber,31,22.514677997302798,24.41814706444624,22.514677997302798,False,343.01794076057536,2412,0
Bandabou,Barber,32,22.00278194175895,24.143657381959308,22.00278194175895,False,168.2096494749166,2412,0
Bandabou,Barber,33,21.33151374222398,22.83070855912896,21.33151374222398,False,126.0206371941118,2412,0
Bandabou,Barber,34,22.83051463648192,25.408238983724686,22.83051463648192,False,479.5542149013333,2412,0
Bandabou,Barber,35,24.29848917069909,26.265616266225486,24.29848917069909,False,486.25281322982374,2412,0
Bandabou,Barber,36,24.575288465075293,27.022375894120312,24.575288465075293,False,423.35893924658444,2412,0
Bandabou,Barber,37,24.082565021682623,26.219707029777982,24.082565021682623,False,221.84550766934828,2412,0
Bandabou,Barber,38,23.36684934797238,25.549619762652295,23.36684934797238,False,139.06884560255355,2412,0
Bandabou,Barber,39,23.218995042904904,25.446988186055638,23.218995042904904,False,373.69321060486277,2412,0
Bandabou,Barber,40,22.929618581513935,25.108769763681217,22.929618581513935,False,276.0609974958405,2412,0
Bandabou,Barber,41,22.196064125072862,24.45325050147727,22.196064125072862,False,148.81529393791152,2412,0
Bandabou,Barber,42,22.21199599782939,24.74385816960616,22.21199599782939,False,298.0707640445081,2412,0
Bandabou,Barber,43,21.81343261550234,23.892070825751333,21.81343261550234,False,113.75540844608736,2412,0
Bandabou,Barber,44,22.892492930688807,25.176201737436024,22.892492930688807,False,463.7281608315128,2412,0
Bandabou,Barber,45,23.410981833171014,25.37507397446593,23.410981833171014,False,203.51199264000678,2412,0
Bandabou,Barber,46,23.50698348524755,26.083248325029146,23.50698348524755,False,365.0089137415928,2412,0
Bandabou,Barber,47,23.866112237209357,25.59545294823333,23.866112237209357,False,224.6844304357644,2412,0
Bandabou,Barber,48,24.088492160659687,26.809140895980608,24.088492160659687,False,308.0272084711243,2412,0
Bandabou,Barber,49,24.44571104492814,26.42964178699152,24.44571104492814,False,318.68411173731187,2412,0
Bandabou,Barber,50,24.51936019588729,25.94683361531432,24.51936019588729,False,173.94178221021082,2412,0
Bandabou,Barber,51,25.062825190800847,27.114086344644384,25.062825190800847,False,487.83385110582344,2412,0
Bandabou,Barber,52,25.820646874289466,27.548123137980085,25.820646874289466,False,410.05312934444584,2412,0
Bandabou,Barber,53,26.63318086144694,28.969565507692717,26.63318086144694,False,475.7995766256756,2412,0
Bandabou,Barber,54,27.38245667103432,29.121308308362366,27.38245667103432,False,457.93094017105955,2412,0
Bandabou,Barber,55,27.485604057566878,29.307063156939932,27.485604057566878,False,339.1599915244341,2412,0
Bandabou,Barber,56,28.91701412156412,30.160911857874922,28.91701412156412,False,468.74969400924675,2412,0
Bandabou,Barber,57,27.729512405389467,29.548521423684605,27.729512405389467,False,135.3970008207678,2412,0
Bandabou,Barber,58,26.786958363324196,27.81703979223496,26.786958363324196,False,178.3931449676581,2412,0
Bandabou,Barber,59,25.595361105553486,26.96156026141821,25.595361105553486,False,118.09091556421522,2412,0
Bandabou,Barber,60,24.87252782800637,27.17680877492485,24.87252782800637,False,230.13213230530573,2412,0
Bandabou,Barber,61,24.176185962094312,26.490624951967746,24.176185962094312,False,255.4709158757928,2412,0
Bandabou,Barber,62,23.98711108045301,26.15735849576452,23.98711108045301,False,208.53961270955836,2412,0
Bandabou,Barber,63,24.71726811186385,26.330331308237717,24.71726811186385,False,431.4950036607717,2412,0
Bandabou,Barber,64,23.865027375806605,25.8459356125057,23.865027375806605,False,242.70133067743572,2412,0
Bandabou,Barber,65,22.845975000386428,24.84453343952627,22.845975000386428,False,212.3738038749523,2412,0
Bandabou,Barber,66,22.85527823254602,24.391757044919732,22.85527823254602,False,317.0784332632994,2412,0
Bandabou,Barber,67,21.87869257544276,24.48027942698621,21.87869257544276,False,156.36968998990505,2412,0
Bandabou,Barber,68,22.489270991418525,24.840348691473103,22.489270991418525,False,420.8787923016159,2412,0
Bandabou,Barber,69,21.77286846693581,23.684449355725004,21.77286846693581,False,129.82025747190832,2412,0
Bandabou,Barber,70,21.819272266263567,23.830030670881168,21.819272266263567,False,494.7547746402069,2412,0
Bandabou,Barber,71,22.746882824511353,24.83026748525069,22.746882824511353,False,408.89790771866296,2412,0
Bandabou,Barber,72,22.848851455798496,24.031848503395207,22.848851455798496,False,179.48627261366897,2412,0
Bandabou,Barber,73,21.721953055536968,23.623044693628795,21.721953055536968,False,102.20884684944096,2412,0
Bandabou,Barber,74,22.070686584928158,23.797789671267303,22.070686584928158,False,426.18457138193367,2412,0
Bandabou,Barber,75,22.566950705752877,24.16615111226702,22.566950705752877,False,382.74293753904686,2412,0
Bandabou,Barber,76,23.14805083656388,25.035568176468793,23.14805083656388,False,391.60286721639494,2412,0
Bandabou,Barber,77,23.919065111913202,26.638411792349313,23.919065111913202,False,408.5081386743783,2412,0
Bandabou,Barber,78,24.101153777547346,26.357587909999513,24.101153777547346,False,129.61786069363615,2412,0
Bandabou,Barber,79,23.81341954013169,25.584861499506456,23.81341954013169,False,243.38629141770903,2412,0
Bandabou,Barber,80,22.891609409134713,25.120729178845213,22.891609409134713,False,146.34762381005189,2412,0
Bandabou,Barber,81,22.93817416323619,25.498128122407532,22.93817416323619,False,445.2413703502374,2412,0
Bandabou,Barber,82,22.89593550000021,25.265928911247705,22.89593550000021,False,349.3192507310232,2412,0
Bandabou,Barber,83,22.71689511570094,24.7407562883885,22.71689511570094,False,232.35920994105967,2412,0
Bandabou,Barber,84,22.904843968859282,24.64597134755188,22.904843968859282,False,125.42334011440946,2412,0
Bandabou,Barber,85,22.55809336201081,24.837488359608784,22.55809336201081,False,224.3929286862649,2412,0
Bandabou,Barber,86,22.536678049363687,24.694131755321706,22.536678049363687,False,230.07332881069883,2412,0
Bandabou,Barber,87,23.031400404427067,25.38961317487287,23.031400404427067,False,391.84247133522564,2412,0
Bandabou,Barber,88,23.807386914010536,26.061551764345868,23.807386914010536,False,355.0229885420853,2412,0
Bandabou,Barber,89,25.45494261346588,27.874922543465583,25.45494261346588,False,454.88509703053063,2412,0
Bandabou,Barber,90,25.17280290927847,26.95862781982983,25.17280290927847,False,288.8859700647797,2412,0
Bandabou,Barber,91,24.40899036930211,26.936147375702486,24.40899036930211,False,147.83769837532068,2412,0
Bandabou,Barber,92,25.287953420997855,27.36702316845826,25.287953420997855,False,385.297914889198,2412,0
Bandabou,Barber,93,26.111292436810974,28.941710864865918,26.111292436810974,False,404.31401944675895,2412,0
Bandabou,Barber,94,27.090478314712016,28.814698882794833,27.090478314712016,False,324.5108790277985,2412,0
Bandabou,Barber,95,27.862324575710407,30.556972825287403,27.862324575710407,False,408.3868719818244,2412,0
Bandabou,Barber,96,27.762095623289564,29.841289889353217,27.762095623289564,False,297.5182385457563,2412,0
Bandabou,Barber,97,28.07409485511614,29.81342906523697,28.07409485511614,False,309.0931317527976,2412,0
Bandabou,Barber,98,28.433533423893483,30.239905856885425,28.433533423893483,False,271.0164073434198,2412,0
Bandabou,Barber,99,28.045611504011063,29.917424097978667,28.045611504011063,False,110.16765069763808,2412,0
Bandabou,Barber,100,27.718818913192347,29.88854948687195,27.718818913192347,False,143.15657079732176,2412,0
Bandabou,Barber,101,27.544602072507235,29.75381539591777,27.544602072507235,False,112.5716742746937,2412,0
Bandabou,Barber,102,28.371410207441468,30.141843379612677,28.371410207441468,False,354.56416450551217,2412,0
Bandabou,Barber,103,28.716184235147526,30.706438712313233,28.716184235147526,False,225.74239243053069,2412,0
Bandabou,Barber,104,28.998674334036412,31.855906697993,28.998674334036412,False,303.42827646588114,2412,0
Bandabou,Barber,105,29.480393482762228,32.17167220469818,29.480393482762228,False,463.0265895704372,2412,0
Bandabou,Barber,106,28.95993547261982,31.134530975610975,28.95993547261982,False,199.71689165954996,2412,0
Bandabou,Barber,107,29.07836745886663,31.093574601745555,29.07836745886663,False,264.1531692142519,2412,0
Bandabou,Barber,108,28.881199837588102,30.929230534338355,28.881199837588102,False,402.22045541721945,2412,0
Bandabou,Barber,109,28.32562475660366,30.57112479817373,28.32562475660366,False,191.51926619664897,2412,0
Bandabou,Barber,110,27.24207045362072,28.832798633666876,27.24207045362072,False,130.7919639315172,2412,0
Bandabou,Barber,111,26.687015728561676,28.58402616110795,26.687015728561676,False,215.90058116550722,2412,0
Bandabou,Barber,112,26.40714503661409,27.73945887629339,26.40714503661409,False,164.48851490160177,2412,0
Bandabou,Barber,113,26.83289840572694,28.992648074932468,26.83289840572694,False,471.87906093702924,2412,0
Bandabou,Barber,114,26.919221771051507,29.178198096380484,26.919221771051507,False,423.2481518257668,2412,0
Bandabou,Barber,115,26.115116861429282,27.92176914896917,26.115116861429282,False,353.36150260416935,2412,0
Bandabou,Barber,116,26.548600711161,29.17843363047833,26.548600711161,False,448.58423607508706,2412,0
Bandabou,Barber,117,26.836047267333687,28.345555489427007,26.836047267333687,False,421.4688307596458,2412,0
Bandabou,Barber,118,26.796774141529596,28.21080256458339,26.796774141529596,False,174.62802355441434,2412,0
Bandabou,Barber,119,26.92117330882238,29.010988005760627,26.92117330882238,False,457.0235993959911,2412,0
Bandabou,Barber,120,26.72465314494521,29.14365093840055,26.72465314494521,False,315.7368967662603,2412,0
Bandabou,Barber,121,26.98129297518071,29.65511890470333,26.98129297518071,False,422.976062065625,2412,0
Bandabou,Barber,122,27.884219312590805,29.700596157903405,27.884219312590805,False,458.4365199693973,2412,0
Bandabou,Barber,123,27.173645507396245,29.605281093016792,27.173645507396245,False,227.20138998874555,2412,0
Bandabou,Barber,124,26.327487632515272,28.31207841667576,26.327487632515272,False,144.0207698110707,2412,0
Bandabou,Barber,125,25.8868608039973,27.817783757854723,25.8868608039973,False,191.17406501677667,2412,0
Bandabou,Barber,126,25.671695708347688,28.025293420279937,25.671695708347688,False,270.8431154505025,2412,0
Bandabou,Barber,127,25.889308311644267,28.150336188390714,25.889308311644267,False,427.20590636899726,2412,0
Bandabou,Barber,128,26.486003052976045,27.855207612138287,26.486003052976045,False,444.2922333025374,2412,0
Bandabou,Lagún,1,17.037615760944455,18.799838710039385,17.037615760944455,False,249.81604753894499,321,0
Bandabou,Lagún,2,17.74128979895142,19.475853248531543,17.74128979895142,False,480.2857225639665,321,0
Bandabou,Lagún,3,18.134671116308475,20.177939460952622,18.134671116308475,False,392.797576724562,321,0
Bandabou,Lagún,4,18.264298961970933,20.599104925838063,18.264298961970933,False,339.46339367881467,321,0
Bandabou,Lagún,5,17.66751690507359,19.888391453502084,17.66751690507359,False,162.40745617697462,321,0
Bandabou,Lagún,6,17.05699243365758,18.679253852688184,17.05699243365758,False,162.39780813448107,321,0
Bandabou,Lagún,7,16.499771545886052,18.261745067492438,16.499771545886052,False,123.23344486727979,321,0
Bandabou,Lagún,8,17.14608403177806,19.3723593816555,17.14608403177806,False,446.47045830997405,321,0
Bandabou,Lagún,9,17.2593402808426,19.023031302037186,17.2593402808426,False,340.4460046972835,321,0
Bandabou,Lagún,10,17.205652148715046,19.15162312948207,17.205652148715046,False,383.2290311184182,321,0
Bandabou,Lagún,11,16.606621781712704,18.738920934521325,16.606621781712704,False,108.23379771832097,321,0
Bandabou,Lagún,12,16.25068142841628,18.017774125212505,16.25068142841628,False,487.96394086479773,321,0
Bandabou,Lagún,13,16.723545352359615,18.74889038824733,16.723545352359615,False,432.9770563201687,321,0
Bandabou,Lagún,14,15.79848055574091,17.477619235302786,15.79848055574091,False,184.93564427131048,321,0
Bandabou,Lagún,15,15.247792561075917,17.103150935378366,15.247792561075917,False,172.72998688284025,321,0
Bandabou,Lagún,16,14.577699391162163,16.65461370354382,14.577699391162163,False,173.36180394137352,321,0
Bandabou,Lagún,17,14.046306002206277,15.663157348198009,14.046306002206277,False,221.69689718381508,321,0
Bandabou,Lagún,18,14.382100809221702,16.48804429124659,14.382100809221702,False,309.9025726528952,321,0
Bandabou,Lagún,19,14.197251145992562,16.192527840389992,14.197251145992562,False,272.7780074568463,321,0
Bandabou,Lagún,20,14.062671921378127,16.19555742992229,14.062671921378127,False,216.49165607921677,321,0
Bandabou,Lagún,21,14.241394921249292,16.29525100195722,14.241394921249292,False,344.74115788895176,321,0
Bandabou,Lagún,22,14.043548916990451,16.371653515659517,14.043548916990451,False,155.79754426081672,321,0
Bandabou,Lagún,23,13.986820321454312,16.0169394604242,13.986820321454312,False,216.85785941408727,321,0
Bandabou,Lagún,24,13.729043525093692,15.625762418807682,13.729043525093692,False,246.5447373174767,321,0
Bandabou,Lagún,25,14.153351544118852,16.18276667783159,14.153351544118852,False,282.4279936868144,321,0
Bandabou,Lagún,26,14.572516224864719,16.70319088112287,14.572516224864719,False,414.07038455720544,321,0
Bandabou,Lagún,27,14.009859270597293,16.021611149958762,14.009859270597293,False,179.8695128633439,321,0
Bandabou,Lagún,28,14.096679268658223,16.106442428124144,14.096679268658223,False,305.69377536544465,321,0
Bandabou,Lagún,29,14.723329992549877,16.554486158047247,14.723329992549877,False,336.965827544817,321,0
Bandabou,Lagún,30,14.543075877829548,16.383634199589295,14.543075877829548,False,118.58016508799909,321,0
Bandabou,Lagún,31,14.754393065791367,16.417036859873644,14.754393065791367,False,343.01794076057536,321,0
Bandabou,Lagún,32,14.486924115642585,16.907734292183637,14.486924115642585,False,168.2096494749166,321,0
Bandabou,Lagún,33,14.126059967076774,15.826884575247734,14.126059967076774,False,126.0206371941118,321,0
Bandabou,Lagún,34,15.38432737953296,17.217669037881954,15.38432737953296,False,479.5542149013333,321,0
Bandabou,Lagún,35,16.167632477732656,17.99484034990529,16.167632477732656,False,486.25281322982374,321,0
Bandabou,Lagún,36,16.71975576276158,18.93500398580717,16.71975576276158,False,423.35893924658444,321,0
Bandabou,Lagún,37,16.799511696802575,18.728570066676248,16.799511696802575,False,221.84550766934828,321,0
Bandabou,Lagún,38,16.46163895093938,18.76174728509745,16.46163895093938,False,139.06884560255355,321,0
Bandabou,Lagún,39,16.73029534351659,18.568306617048638,16.73029534351659,False,373.69321060486277,321,0
Bandabou,Lagún,40,16.763829895488975,18.830933886849458,16.763829895488975,False,276.0609974958405,321,0
Bandabou,Lagún,41,16.515061576586724,18.314142958798648,16.515061576586724,False,148.81529393791152,321,0
Bandabou,Lagún,42,16.746603995866284,19.26255768962703,16.746603995866284,False,298.0707640445081,321,0
Bandabou,Lagún,43,16.628114219631115,18.342471705052787,16.628114219631115,False,113.75540844608736,321,0
Bandabou,Lagún,44,17.35467234027333,19.429190767815538,17.35467234027333,False,463.7281608315128,321,0
Bandabou,Lagún,45,17.44151659099452,19.59395332301627,17.44151659099452,False,203.51199264000678,321,0
Bandabou,Lagún,46,17.788944587502957,19.888472014310143,17.788944587502957,False,365.0089137415928,321,0
Bandabou,Lagún,47,17.766795771280435,19.722230174059945,17.766795771280435,False,224.6844304357644,321,0
Bandabou,Lagún,48,17.51230588721125,19.481081265721375,17.51230588721125,False,308.0272084711243,321,0
Bandabou,Lagún,49,18.030810017640793,20.041347602419425,18.030810017640793,False,318.68411173731187,321,0
Bandabou,Lagún,50,17.972537534242775,19.93718044659397,17.972537534242775,False,173.94178221021082,321,0
Bandabou,Lagún,51,18.956107038392158,21.187940333434625,18.956107038392158,False,487.83385110582344,321,0
Bandabou,Lagún,52,18.686203483375184,21.217880975185736,18.686203483375184,False,410.05312934444584,321,0
Bandabou,Lagún,53,19.761594101079726,21.627505546586256,19.761594101079726,False,475.7995766256756,321,0
Bandabou,Lagún,54,20.131983064122586,21.802516502619753,20.131983064122586,False,457.93094017105955,321,0
Bandabou,Lagún,55,20.390995649888758,22.369761951797628,20.390995649888758,False,339.1599915244341,321,0
Bandabou,Lagún,56,20.464854680533495,23.08532928733782,20.464854680533495,False,468.74969400924675,321,0
Bandabou,Lagún,57,19.96275218171249,21.76945146589887,19.96275218171249,False,135.3970008207678,321,0
Bandabou,Lagún,58,19.18925271684409,21.583494944260703,19.18925271684409,False,178.3931449676581,321,0
Bandabou,Lagún,59,18.368812044296025,20.772334541096345,18.368812044296025,False,118.09091556421522,321,0
Bandabou,Lagún,60,18.485345664459448,20.35219599461424,18.485345664459448,False,230.13213230530573,321,0
Bandabou,Lagún,61,18.10831234165601,20.245164795218397,18.10831234165601,False,255.4709158757928,321,0
Bandabou,Lagún,62,17.65760423808774,20.049268035132368,17.65760423808774,False,208.53961270955836,321,0
Bandabou,Lagún,63,17.993355289596863,19.902167056649766,17.993355289596863,False,431.4950036607717,321,0
Bandabou,Lagún,64,17.667915340288616,19.61894996188577,17.667915340288616,False,242.70133067743572,321,0
Bandabou,Lagún,65,17.196566622700242,19.05666007156296,17.196566622700242,False,212.3738038749523,321,0
Bandabou,Lagún,66,17.13995674311395,18.895886306848748,17.13995674311395,False,317.0784332632994,321,0
Bandabou,Lagún,67,17.15157674824983,18.995411778963785,17.15157674824983,False,156.36968998990505,321,0
Bandabou,Lagún,68,17.361760301911225,19.067376805024004,17.361760301911225,False,420.8787923016159,321,0
Bandabou,Lagún,69,16.79132686953601,18.799524663860353,16.79132686953601,False,129.82025747190832,321,0
Bandabou,Lagún,70,17.503099494963138,19.317904662809926,17.503099494963138,False,494.7547746402069,321,0
Bandabou,Lagún,71,17.93730777243117,19.993538224279924,17.93730777243117,False,408.89790771866296,321,0
Bandabou,Lagún,72,17.71635502046902,19.34212924037219,17.71635502046902,False,179.48627261366897,321,0
Bandabou,Lagún,73,17.17919391977758,19.258777607360486,17.17919391977758,False,102.20884684944096,321,0
Bandabou,Lagún,74,17.22423384427877,19.42471517260725,17.22423384427877,False,426.18457138193367,321,0
Bandabou,Lagún,75,17.85412505057273,19.374589499477995,17.85412505057273,False,382.74293753904686,321,0
Bandabou,Lagún,76,17.850200250706415,19.940168759836897,17.850200250706415,False,391.60286721639494,321,0
Bandabou,Lagún,77,18.260713780332317,20.555994114543676,18.260713780332317,False,408.5081386743783,321,0
Bandabou,Lagún,78,17.587911578185967,19.296967352613148,17.587911578185967,False,129.61786069363615,321,0
Bandabou,Lagún,79,17.421040814579676,19.823329816261758,17.421040814579676,False,243.38629141770903,321,0
Bandabou,Lagún,80,17.060433049317812,19.161215975240907,17.060433049317812,False,146.34762381005189,321,0
Bandabou,Lagún,81,17.570090985746038,19.40052073703273,17.570090985746038,False,445.2413703502374,321,0
Bandabou,Lagún,82,17.822836114853438,19.809422473236367,17.822836114853438,False,349.3192507310232,321,0
Bandabou,Lagún,83,18.038933798742207,20.173223219049607,18.038933798742207,False,232.35920994105967,321,0
Bandabou,Lagún,84,17.690084345944715,19.708365248627537,17.690084345944715,False,125.42334011440946,321,0
Bandabou,Lagún,85,17.487107937531874,19.616690138013652,17.487107937531874,False,224.3929286862649,321,0
Bandabou,Lagún,86,17.593878538797632,19.37243708517229,17.593878538797632,False,230.07332881069883,321,0
Bandabou,Lagún,87,18.20670560421272,20.247440461108415,18.20670560421272,False,391.84247133522564,321,0
Bandabou,Lagún,88,18.078064826609015,19.738036617307618,18.078064826609015,False,355.0229885420853,321,0
Bandabou,Lagún,89,18.673698495141036,20.646946277100657,18.673698495141036,False,454.88509703053063,321,0
Bandabou,Lagún,90,18.804324217326656,20.586915329341135,18.804324217326656,False,288.8859700647797,321,0
Bandabou,Lagún,91,18.306231676970008,20.129321183504814,18.306231676970008,False,147.83769837532068,321,0
Bandabou,Lagún,92,18.97149370162486,21.26880022979349,18.97149370162486,False,385.297914889198,321,0
Bandabou,Lagún,93,19.336317672571003,21.598800816735224,19.336317672571003,False,404.31401944675895,321,0
Bandabou,Lagún,94,19.55214540495226,21.69865599455344,19.55214540495226,False,324.5108790277985,321,0
Bandabou,Lagún,95,19.94683089154672,21.68410659029508,19.94683089154672,False,408.3868719818244,321,0
Bandabou,Lagún,96,20.02673365390883,21.95063073582099,20.02673365390883,False,297.5182385457563,321,0
Bandabou,Lagún,97,19.854831950693065,22.146607581157784,19.854831950693065,False,309.0931317527976,321,0
Bandabou,Lagún,98,19.50275013987918,21.536836052189052,19.50275013987918,False,271.0164073434198,321,0
Bandabou,Lagún,99,19.439670154270967,21.997517917724167,19.439670154270967,False,110.16765069763808,321,0
Bandabou,Lagún,100,18.915652953022082,21.010254204482937,18.915652953022082,False,143.15657079732176,321,0
Bandabou,Lagún,101,18.316161988886066,20.362353859536743,18.316161988886066,False,112.5716742746937,321,0
Bandabou,Lagún,102,18.170693072843633,20.096344031351546,18.170693072843633,False,354.56416450551217,321,0
Bandabou,Lagún,103,18.006144371108938,20.038263780523653,18.006144371108938,False,225.74239243053069,321,0
Bandabou,Lagún,104,17.870269722437158,19.833597504991236,17.870269722437158,False,303.42827646588114,321,0
Bandabou,Lagún,105,18.85352613363836,21.023841233223415,18.85352613363836,False,463.0265895704372,321,0
Bandabou,Lagún,106,18.81678043410665,21.046887557098138,18.81678043410665,False,199.71689165954996,321,0
Bandabou,Lagún,107,18.512115309435302,20.32306823566518,18.512115309435302,False,264.1531692142519,321,0
Bandabou,Lagún,108,19.299243578980867,20.979053923748317,19.299243578980867,False,402.22045541721945,321,0
Bandabou,Lagún,109,19.115072984172876,20.673426791612197,19.115072984172876,False,191.51926619664897,321,0
Bandabou,Lagún,110,18.440854798610975,20.56303744695254,18.440854798610975,False,130.7919639315172,321,0
Bandabou,Lagún,111,17.506651109718817,19.24126812601056,17.506651109718817,False,215.90058116550722,321,0
Bandabou,Lagún,112,17.586749626982364,19.068933947263364,17.586749626982364,False,164.48851490160177,321,0
Bandabou,Lagún,113,17.615662876945773,19.709124242278566,17.615662876945773,False,471.87906093702924,321,0
Bandabou,Lagún,114,17.39075616542163,19.990375228222327,17.39075616542163,False,423.2481518257668,321,0
Bandabou,Lagún,115,17.58012163046057,19.578661447952534,17.58012163046057,False,353.36150260416935,321,0
Bandabou,Lagún,116,18.364219405303064,20.56589415446686,18.364219405303064,False,448.58423607508706,321,0
Bandabou,Lagún,117,18.793574973847612,20.813256663691018,18.793574973847612,False,421.4688307596458,321,0
Bandabou,Lagún,118,18.322354311503403,20.29856926030202,18.322354311503403,False,174.62802355441434,321,0
Bandabou,Lagún,119,18.737308202463172,20.95836551736341,18.737308202463172,False,457.0235993959911,321,0
Bandabou,Lagún,120,18.80381067953104,20.733993517945493,18.80381067953104,False,315.7368967662603,321,0
Bandabou,Lagún,121,19.166445868188806,21.230759369913432,19.166445868188806,False,422.976062065625,321,0
Bandabou,Lagún,122,19.490160942925414,21.567536063019674,19.490160942925414,False,458.4365199693973,321,0
Bandabou,Lagún,123,19.089583442252728,20.928893570923726,19.089583442252728,False,227.20138998874555,321,0
Bandabou,Lagún,124,18.4263548028978,20.664961950523825,18.4263548028978,False,144.0207698110707,321,0
Bandabou,Lagún,125,17.800874449580178,19.75879293107047,17.800874449580178,False,191.17406501677667,321,0
Bandabou,Lagún,126,17.59320909938195,19.411436419089615,17.59320909938195,False,270.8431154505025,321,0
Bandabou,Lagún,127,17.554238360394947,19.683280314609327,17.554238360394947,False,427.20590636899726,321,0
Bandabou,Lagún,128,18.002195725439424,19.78609519054933,18.002195725439424,False,444.2922333025374,321,0
Bandabou,Sint Willibrordus,1,19.360446744940706,21.47470701566841,19.360446744940706,False,249.81604753894499,588,0
Bandabou,Sint Willibrordus,2,20.213410281709724,22.384431908180996,20.213410281709724,False,480.2857225639665,588,0
Bandabou,Sint Willibrordus,3,20.826065855039467,22.98033236693694,20.826065855039467,False,392.797576724562,588,0
Bandabou,Sint Willibrordus,4,21.007673771418442,23.280765993742133,21.007673771418442,False,339.46339367881467,588,0
Bandabou,Sint Willibrordus,5,20.474343707067213,22.516471258047197,20.474343707067213,False,162.40745617697462,588,0
Bandabou,Sint Willibrordus,6,19.64654735675886,21.34474709389953,19.64654735675886,False,162.39780813448107,588,0
Bandabou,Sint Willibrordus,7,18.773678270223122,20.86669412250128,18.773678270223122,False,123.23344486727979,588,0
Bandabou,Sint Willibrordus,8,19.105668437691214,20.954083891928388,19.105668437691214,False,446.47045830997405,588,0
Bandabou,Sint Willibrordus,9,18.967108671243555,20.844088372618607,18.967108671243555,False,340.4460046972835,588,0
Bandabou,Sint Willibrordus,10,19.00371631507151,21.140175642180534,19.00371631507151,False,383.2290311184182,588,0
Bandabou,Sint Willibrordus,11,18.189164431504512,20.47733913065655,18.189164431504512,False,108.23379771832097,588,0
Bandabou,Sint Willibrordus,12,18.725900068563522,20.73085041502938,18.725900068563522,False,487.96394086479773,588,0
Bandabou,Sint Willibrordus,13,18.932838037219387,21.004710020731917,18.932838037219387,False,432.9770563201687,588,0
Bandabou,Sint Willibrordus,14,18.50877870487455,20.90492017759487,18.50877870487455,False,184.93564427131048,588,0
Bandabou,Sint Willibrordus,15,18.003558180935677,20.059586545264917,18.003558180935677,False,172.72998688284025,588,0
