store,sales,week
8,905984.49,90
8,876712.31,91
8,947815.05,92
8,917088.48,93
8,897032.19,94
8,1235163.86,95
8,986601.46,96
8,1051922.95,97
8,1118163.94,98
8,1462254.05,99
8,858572.22,100
8,872113.23,101
8,817661.76,102
8,813954.82,103
8,778178.53,104
8,927610.69,105
8,1021400.42,106
8,1096232.89,107
8,928537.54,108
8,952264.91,109
8,960115.56,110
8,921178.39,111
8,874223.25,112
8,905935.29,113
8,1046816.59,114
8,909989.45,115
8,872288.46,116
8,879448.25,117
8,937232.09,118
8,920128.89,119
8,913922.01,120
8,895157.44,121
8,921161.2,122
8,928820.0,123
8,916918.7,124
8,899449.65,125
8,878298.22,126
8,936205.5,127
8,890488.01,128
8,888834.07,129
8,838227.52,130
8,897076.73,131
8,930745.69,132
8,896613.19,133
8,936373.65,134
8,976137.73,135
8,932160.37,136
8,883569.38,137
8,857796.45,138
8,884724.41,139
8,976436.02,140
8,927511.99,141
8,900309.75,142
8,891671.44,143
9,549505.55,1
9,552677.48,2
9,511327.9,3
9,473773.27,4
9,507297.88,5
9,494145.8,6
9,485744.61,7
9,484946.56,8
9,545206.32,9
9,529384.31,10
9,485764.32,11
9,488683.57,12
9,491723.42,13
9,526128.61,14
9,492792.8,15
9,506274.94,16
9,558143.53,17
9,586061.46,18
9,522715.68,19
9,513073.87,20
9,509263.28,21
9,528832.54,22
9,485389.15,23
9,474030.51,24
9,462676.5,25
9,468675.19,26
9,522815.45,27
9,481897.98,28
9,499325.38,29
9,506789.66,30
9,511049.06,31
9,484835.2,32
9,463448.59,33
9,452905.22,34
9,495692.19,35
9,505069.21,36
9,454769.68,37
9,466322.76,38
9,508801.61,39
9,517869.97,40
9,520846.68,41
9,519823.3,42
9,768070.53,43
9,578164.82,44
9,618121.82,45
9,685243.2,46
9,873347.55,47
9,459770.85,48
9,490981.78,49
9,458086.69,50
9,454021.69,51
9,463561.48,52
9,544612.28,53
9,555279.02,54
9,610985.56,55
9,513107.2,56
9,542016.18,57
9,517783.5,58
9,515226.11,59
9,497488.4,60
9,520962.14,61
9,561625.92,62
9,528420.28,63
9,549502.11,64
9,532226.2,65
9,545251.1,66
9,539126.0,67
9,518266.9,68
9,553834.04,69
9,587004.29,70
9,550076.32,71
9,558671.14,72
9,538745.93,73
9,537064.03,74
9,535983.13,75
9,512834.04,76
9,491449.94,77
9,471449.98,78
9,554879.67,79
9,520284.79,80
9,540819.44,81
9,542663.53,82
9,544643.33,83
9,528784.86,84
9,500274.03,85
9,506743.78,86
9,508567.04,87
9,553836.98,88
9,529515.66,89
9,557075.21,90
9,548527.49,91
9,597855.07,92
9,594574.12,93
9,542414.27,94
9,814753.5,95
9,613115.21,96
9,630327.28,97
9,705557.97,98
9,905324.68,99
9,549788.36,100
9,519585.67,101
9,474964.6,102
9,480130.04,103
9,482451.21,104
9,549967.89,105
9,609736.12,106
9,658965.05,107
9,563578.79,108
9,619498.28,109
9,574955.95,110
9,550373.57,111
9,550791.32,112
9,574985.37,113
9,677885.99,114
9,578539.86,115
9,542819.03,116
9,550414.99,117
9,586289.08,118
9,592572.3,119
9,571463.93,120
9,547226.0,121
9,583648.59,122
9,582525.42,123
9,564606.1,124
9,562173.12,125
9,544770.7,126
9,578790.36,127
9,536537.64,128
9,513991.57,129
9,495951.0,130
9,533887.54,131
9,538713.47,132
9,535153.47,133
9,572887.78,134
9,576879.15,135
9,565812.29,136
9,523427.35,137
9,533756.88,138
9,516361.06,139
9,606755.3,140
9,558464.8,141
9,542009.46,142
9,549731.49,143
10,2193048.75,1
10,2176028.52,2
10,2113432.58,3
10,2006774.96,4
10,1987090.09,5
10,1941346.13,6
10,1946875.06,7
10,1893532.46,8
10,2138651.97,9
10,2041069.37,10
10,1826241.44,11
10,1829521.83,12
10,1790694.59,13
10,1921432.16,14
10,1808056.41,15
10,1847613.58,16
10,1904618.17,17
10,1931406.28,18
10,1827521.71,19
10,1837636.24,20
10,1768172.31,21
10,1845893.87,22
10,1769793.37,23
10,1828052.47,24
10,1831676.03,25
10,1832664.03,26
10,1949236.09,27
10,1962996.7,28
10,1983190.56,29
10,1727565.42,30
10,1766331.45,31
10,1720530.23,32
10,1716755.78,33
10,1655036.75,34
10,1645892.97,35
10,1772192.42,36
10,1703850.25,37
10,1740234.06,38
10,1741308.56,39
10,1832211.96,40
10,1895901.59,41
10,1949177.13,42
10,2939946.38,43
10,2251206.64,44
10,2411790.21,45
10,2811646.85,46
10,3749057.69,47
10,1707298.14,48
10,1714309.9,49
10,1710803.59,50
10,1677556.18,51
10,1715769.05,52
10,1968045.91,53
10,2115408.31,54
10,2106934.55,55
10,1967996.71,56
10,1958003.19,57
10,1933469.15,58
10,1884734.31,59
10,1815798.85,60
10,1827733.18,61
10,1870720.73,62
10,1781767.22,63
10,2004831.14,64
10,1873646.34,65
10,1841369.99,66
10,1712995.44,67
10,1720908.01,68
10,1743000.38,69
10,1792210.89,70
10,1740063.1,71
10,1817934.76,72
10,1711813.13,73
10,1751369.75,74
10,1699708.38,75
10,1775068.4,76
10,1774342.61,77
10,1745841.33,78
10,1886299.98,79
10,1917397.63,80
10,1954849.68,81
10,1728399.07,82
10,1758587.35,83
10,1670579.82,84
10,1650894.3,85
10,1685910.53,86
10,1627707.31,87
10,1788227.6,88
10,1704753.02,89
10,1745928.56,90
10,1771792.97,91
10,1904438.59,92
10,2076570.84,93
10,1869087.85,94
10,2950198.64,95
10,2068097.18,96
10,2429310.9,97
10,2555031.18,98
10,3487986.89,99
10,1930690.37,100
10,1683401.78,101
10,1711562.73,102
10,1675562.94,103
10,1632406.0,104
10,1867403.01,105
10,2218595.8,106
10,2168709.76,107
10,2039415.74,108
10,1990371.02,109
10,1917483.1,110
10,1930814.66,111
10,1837457.69,112
10,1815760.42,113
10,2163384.17,114
10,1974687.51,115
10,1777166.53,116
10,1712987.56,117
10,1821364.42,118
10,1792345.3,119
10,1795152.73,120
10,1830939.1,121
10,1767471.48,122
10,1840491.41,123
10,1811562.88,124
10,1755334.18,125
10,1707481.9,126
10,1805999.79,127
10,1765571.91,128
10,1869967.03,129
10,1817603.66,130
10,1939440.09,131
10,1880436.94,132
10,1827797.4,133
10,1764984.15,134
10,1650285.54,135
10,1708283.28,136
10,1640168.99,137
10,1671857.57,138
10,1694862.41,139
10,1758971.38,140
10,1713889.11,141
10,1734834.82,142
10,1744349.05,143
11,1528008.64,1
11,1574684.08,2
11,1503298.7,3
11,1336404.65,4
11,1426622.65,5
11,1331883.16,6
11,1364207.0,7
11,1245624.27,8
11,1446210.26,9
11,1470308.32,10
11,1323243.35,11
11,1283766.55,12
11,1239766.89,13
11,1312329.78,14
11,1266796.13,15
11,1271646.62,16
11,1264272.52,17
11,1396322.19,18
11,1339570.85,19
11,1336522.92,20
11,1262025.08,21
11,1302600.14,22
11,1280156.47,23
11,1290609.54,24
11,1244390.03,25
11,1250178.89,26
11,1369634.92,27
11,1384339.1,28
11,1430192.37,29
11,1311263.07,30
11,1303914.27,31
11,1231428.46,32
11,1215676.31,33
11,1170103.25,34
11,1182490.46,35
11,1293472.8,36
11,1175003.67,37
11,1169831.38,38
