store,week,sales,Temperature,Fuel_Price,CPI,Unemployment
1,108,1539387.83,57.25,3.555,220.636902,7.348
1,109,1688420.76,60.96,3.63,220.8480454,7.348
1,110,1675431.16,58.76,3.669,221.0591887,7.348
1,111,1677472.78,64.74,3.734,221.2118132,7.348
1,112,1511068.07,65.93,3.787,221.2864126,7.348
1,113,1649604.63,67.61,3.845,221.3610119,7.348
1,114,1899676.88,70.43,3.891,221.4356112,7.143
1,115,1621031.7,69.07,3.891,221.5102105,7.143
1,116,1521577.87,66.76,3.877,221.5640737,7.143
1,117,1468928.37,67.23,3.814,221.6179368,7.143
1,118,1684519.99,75.55,3.749,221.6718,7.143
1,119,1611096.05,73.77,3.688,221.7256632,7.143
1,120,1595901.87,70.33,3.63,221.742674,7.143
1,121,1555444.55,77.22,3.561,221.744944,7.143
1,122,1624477.58,77.95,3.501,221.7472139,7.143
1,123,1697230.96,78.3,3.452,221.7494839,7.143
1,124,1630607.0,79.35,3.393,221.7626421,7.143
1,125,1527845.81,78.39,3.346,221.8030211,7.143
1,126,1540421.49,84.88,3.286,221.8434,7.143
1,127,1769854.16,81.57,3.227,221.8837789,6.908
1,128,1527014.04,77.12,3.256,221.9241579,6.908
1,129,1497954.76,80.42,3.311,221.9327267,6.908
1,130,1439123.71,82.66,3.407,221.9412954,6.908
1,131,1631135.79,86.11,3.417,221.9498642,6.908
1,132,1592409.97,85.05,3.494,221.9584329,6.908
1,133,1597868.05,84.85,3.571,222.0384109,6.908
1,134,1494122.38,77.66,3.62,222.1719457,6.908
1,135,1582083.4,80.49,3.638,222.3054805,6.908
1,136,1661767.33,83.96,3.73,222.4390153,6.908
1,137,1517428.87,74.97,3.717,222.5820193,6.908
1,138,1506126.06,69.87,3.721,222.7818386,6.908
1,139,1437059.26,76.08,3.666,222.9816579,6.908
1,140,1670785.97,68.55,3.617,223.1814772,6.573
1,141,1573072.81,62.99,3.601,223.3812965,6.573
1,142,1508068.77,67.97,3.594,223.4257233,6.573
1,143,1493659.74,69.16,3.506,223.4442513,6.573
2,1,2136989.46,40.19,2.572,210.7526053,8.324
2,2,2137809.5,38.49,2.548,210.8979935,8.324
2,3,2124451.54,39.69,2.514,210.9451605,8.324
2,4,1865097.27,46.1,2.561,210.9759573,8.324
2,5,1991013.13,47.17,2.625,211.0067542,8.324
2,6,1990483.78,57.56,2.667,211.037551,8.324
2,7,1946070.88,54.52,2.72,210.8733316,8.324
2,8,1750197.81,51.26,2.732,210.6766095,8.324
2,9,2066187.72,63.27,2.719,210.4798874,8.2
2,10,1954689.21,65.41,2.77,210.2831653,8.2
2,11,1874957.94,68.07,2.808,210.1495463,8.2
2,12,1821990.93,65.11,2.795,210.1000648,8.2
2,13,1802450.29,66.98,2.78,210.0505833,8.2
2,14,2042581.71,71.28,2.835,210.0011018,8.2
2,15,1880752.36,73.31,2.854,209.9984585,8.2
2,16,1896937.1,74.83,2.826,210.2768443,8.2
2,17,1957113.89,81.13,2.759,210.5552301,8.2
2,18,2102539.93,81.81,2.705,210.833616,8.2
2,19,2025538.76,83.4,2.668,211.1120018,8.2
2,20,2001636.96,85.81,2.637,211.1096543,8.2
2,21,1939927.09,86.26,2.653,210.9950134,8.2
2,22,2003940.64,82.74,2.669,210.8803726,8.099
2,23,1880902.62,82.59,2.642,210.7657317,8.099
2,24,1845879.79,85.32,2.623,210.7577954,8.099
2,25,1781717.71,87.66,2.608,210.8921319,8.099
2,26,1804246.16,83.49,2.64,211.0264684,8.099
2,27,1991909.98,89.53,2.627,211.1608049,8.099
2,28,1895601.05,89.05,2.692,211.2951413,8.099
2,29,1964335.23,88.7,2.664,211.2596586,8.099
2,30,1863840.49,87.12,2.619,211.2241759,8.099
2,31,1904608.09,81.83,2.577,211.1886931,8.099
2,32,1839128.83,79.09,2.565,211.1532104,8.099
2,33,1793903.6,82.05,2.582,211.1806415,8.099
2,34,1724557.22,81.79,2.624,211.2552578,8.099
2,35,1827440.43,69.24,2.603,211.3298742,8.163
2,36,1849921.44,63.19,2.633,211.4044906,8.163
2,37,1794355.49,65.8,2.72,211.4713286,8.163
2,38,1737947.64,68.5,2.725,211.5187208,8.163
2,39,1802755.11,66.24,2.716,211.5661131,8.163
2,40,1939061.41,57.85,2.689,211.6135053,8.163
2,41,1916812.74,59.69,2.728,211.6608975,8.163
2,42,1956739.17,50.81,2.771,211.5470304,8.163
2,43,2658725.29,62.98,2.735,211.4062867,8.163
2,44,2015781.27,49.33,2.708,211.265543,8.163
2,45,2378726.55,45.5,2.843,211.1247993,8.163
2,46,2609166.75,47.55,2.869,211.0645458,8.163
2,47,3436007.68,49.97,2.886,211.0646599,8.163
2,48,1750434.55,47.3,2.943,211.064774,8.163
2,49,1758050.79,44.69,2.976,211.0648881,8.028
2,50,1744193.58,33.02,2.983,211.1176713,8.028
2,51,1751384.9,41.4,3.016,211.4864691,8.028
2,52,1695371.68,42.83,3.01,211.8552668,8.028
2,53,1929346.23,38.25,2.989,212.2240646,8.028
2,54,2168041.61,33.19,3.022,212.5928624,8.028
2,55,2080884.82,57.83,3.045,212.9033115,8.028
2,56,1833511.08,60.8,3.065,213.190421,8.028
2,57,1981607.78,57.77,3.288,213.4775305,8.028
2,58,1879107.31,52.7,3.459,213.7646401,8.028
2,59,1902557.66,62.32,3.488,214.0156238,8.028
2,60,1766162.05,69.42,3.473,214.2521573,8.028
2,61,1800171.36,55.43,3.524,214.4886908,7.931
2,62,1847552.61,67.0,3.622,214.7252242,7.931
2,63,1856467.84,69.48,3.743,214.9420631,7.931
2,64,1886339.6,69.39,3.807,215.1096657,7.931
2,65,1745545.28,69.21,3.81,215.2772683,7.931
2,66,1837743.6,61.48,3.906,215.4448709,7.931
2,67,1838513.07,74.61,3.899,215.6124735,7.931
2,68,1688281.86,67.14,3.907,215.3834778,7.931
2,69,1797732.56,76.42,3.786,215.1544822,7.931
2,70,1933756.21,83.07,3.699,214.9254865,7.931
2,71,1929153.16,83.4,3.648,214.6964908,7.931
2,72,1953771.99,86.53,3.637,214.6513538,7.931
2,73,1790925.8,85.17,3.594,214.7441108,7.931
2,74,1866243.0,85.69,3.524,214.8368678,7.852
2,75,1853161.99,87.7,3.48,214.9296249,7.852
2,76,1785187.29,89.83,3.575,215.0134426,7.852
2,77,1743816.41,89.34,3.651,215.0749122,7.852
2,78,1680693.06,90.07,3.682,215.1363819,7.852
2,79,1876704.26,93.34,3.684,215.1978515,7.852
2,80,1812768.26,91.58,3.638,215.2593211,7.852
2,81,1844094.59,89.86,3.554,215.3229307,7.852
2,82,1821139.91,90.45,3.523,215.386897,7.852
2,83,1809119.7,89.64,3.533,215.4508632,7.852
2,84,1748000.65,77.97,3.546,215.5148295,7.852
2,85,1691439.52,78.85,3.526,215.6944378,7.852
2,86,1669299.78,75.58,3.467,216.0282356,7.852
2,87,1650394.44,78.14,3.355,216.3620333,7.852
2,88,1837553.43,69.92,3.285,216.6958311,7.441
2,89,1743882.19,71.67,3.274,217.0048261,7.441
2,90,1834680.25,64.53,3.353,217.1650042,7.441
2,91,1769296.25,65.87,3.372,217.3251824,7.441
2,92,1959707.9,55.53,3.332,217.4853605,7.441
2,93,1920725.15,59.33,3.297,217.6455387,7.441
2,94,1902762.5,62.01,3.308,217.8670218,7.441
2,95,2614202.3,56.36,3.236,218.1130269,7.441
2,96,1954952.0,48.74,3.172,218.3590319,7.441
2,97,2290549.32,41.76,3.158,218.605037,7.441
2,98,2432736.52,50.13,3.159,218.8217928,7.441
2,99,3224369.8,46.66,3.112,218.9995495,7.441
2,100,1874226.52,44.57,3.129,219.1773063,7.441
2,101,1799520.14,46.75,3.157,219.355063,7.057
2,102,1744725.48,45.99,3.261,219.5328198,7.057
2,103,1711769.11,51.7,3.268,219.6258417,7.057
2,104,1660906.14,50.5,3.29,219.7188636,7.057
2,105,1935299.94,55.21,3.36,219.8118854,7.057
2,106,2103322.68,46.98,3.409,219.9049073,7.057
2,107,2196688.46,43.82,3.51,220.0651993,7.057
2,108,1861802.7,54.63,3.555,220.275944,7.057
2,109,1952555.66,58.79,3.63,220.4866886,7.057
2,110,1937628.26,57.11,3.669,220.6974332,7.057
2,111,1976082.13,63.68,3.734,220.8498468,7.057
2,112,1790439.16,64.01,3.787,220.9244858,7.057
2,113,1857480.84,66.83,3.845,220.9991248,7.057
2,114,2129035.91,68.43,3.891,221.0737638,6.891
2,115,1935869.1,68.08,3.891,221.1484028,6.891
2,116,1847344.45,65.69,3.877,221.2021074,6.891
2,117,1764133.09,67.2,3.814,221.255812,6.891
2,118,1923957.09,76.73,3.749,221.3095166,6.891
2,119,1917520.99,73.87,3.688,221.3632212,6.891
2,120,2000940.67,71.27,3.63,221.380331,6.891
2,121,1912791.09,78.19,3.561,221.3828029,6.891
2,122,1910092.37,78.38,3.501,221.3852748,6.891
2,123,2010216.49,78.69,3.452,221.3877467,6.891
2,124,1962924.3,80.56,3.393,221.4009901,6.891
2,125,1887733.21,81.04,3.346,221.4411622,6.891
2,126,1881046.12,86.32,3.286,221.4813343,6.891
2,127,2041507.4,84.2,3.227,221.5215064,6.565
2,128,1830075.13,80.17,3.256,221.5616784,6.565
2,129,1819666.46,83.23,3.311,221.5701123,6.565
2,130,1757923.88,86.37,3.407,221.5785461,6.565
2,131,1946104.64,90.22,3.417,221.5869799,6.565
2,132,1866719.96,88.55,3.494,221.5954138,6.565
2,133,1928016.01,84.79,3.571,221.6751459,6.565
2,134,1876788.15,76.91,3.62,221.8083518,6.565
2,135,1947083.3,82.64,3.638,221.9415576,6.565
2,136,1898777.07,87.65,3.73,222.0747635,6.565
2,137,1814806.63,75.88,3.717,222.2174395,6.565
2,138,1829415.67,71.09,3.721,222.4169362,6.565
2,139,1746470.56,79.45,3.666,222.6164329,6.565
2,140,1998321.04,70.27,3.617,222.8159296,6.17
2,141,1900745.13,60.97,3.601,223.0154263,6.17
2,142,1847990.41,68.08,3.594,223.0598077,6.17
2,143,1834458.35,69.79,3.506,223.0783366,6.17
3,1,461622.22,45.71,2.572,214.4248812,7.368
3,2,420728.96,47.93,2.548,214.5747916,7.368
3,3,421642.19,47.07,2.514,214.6198868,7.368
3,4,407204.86,52.05,2.561,214.6475127,7.368
3,5,415202.04,53.04,2.625,214.6751386,7.368
3,6,384200.69,63.08,2.667,214.7027646,7.368
3,7,375328.59,60.42,2.72,214.5301219,7.368
3,8,359949.27,57.06,2.732,214.3241011,7.368
3,9,423294.4,65.56,2.719,214.1180803,7.343
3,10,415870.28,68.0,2.77,213.9120595,7.343
3,11,354993.26,66.98,2.808,213.7726889,7.343
3,12,339976.65,67.87,2.795,213.7221852,7.343
3,13,361248.39,70.24,2.78,213.6716815,7.343
3,14,399323.86,73.47,2.835,213.6211778,7.343
3,15,384357.94,77.18,2.854,213.6196139,7.343
3,16,343763.17,75.81,2.826,213.9116886,7.343
3,17,350089.23,78.6,2.759,214.2037634,7.343
3,18,396968.8,78.53,2.705,214.4958382,7.343
3,19,355017.09,82.1,2.668,214.787913,7.343
3,20,364076.85,83.52,2.637,214.7858259,7.343
3,21,357346.48,83.79,2.653,214.6660741,7.343
3,22,381151.72,82.2,2.669,214.5463222,7.346
3,23,349214.18,81.75,2.642,214.4265704,7.346
3,24,352728.78,84.32,2.623,214.4176476,7.346
3,25,352864.49,83.32,2.608,214.5564968,7.346
3,26,347955.05,82.04,2.64,214.695346,7.346
3,27,402635.76,85.13,2.627,214.8341952,7.346
3,28,339597.38,86.74,2.692,214.9730444,7.346
3,29,351728.21,88.02,2.664,214.9314191,7.346
3,30,362134.09,86.15,2.619,214.8897938,7.346
3,31,366473.97,84.16,2.577,214.8481685,7.346
3,32,352260.97,80.84,2.565,214.8065431,7.346
3,33,363064.64,82.36,2.582,214.8322484,7.346
3,34,355626.87,76.9,2.624,214.9084516,7.346
3,35,358784.1,73.6,2.603,214.9846548,7.564
3,36,395107.35,66.99,2.633,215.060858,7.564
3,37,345584.39,69.71,2.72,215.1293114,7.564
3,38,348895.98,71.64,2.725,215.17839,7.564
3,39,348591.74,72.04,2.716,215.2274686,7.564
3,40,423175.56,62.94,2.689,215.2765472,7.564
3,41,386635.03,62.79,2.728,215.3256258,7.564
3,42,372545.32,57.72,2.771,215.2074519,7.564
3,43,565567.84,68.71,2.735,215.0614025,7.564
3,44,476420.77,53.76,2.708,214.9153531,7.564
3,45,467642.03,51.13,2.843,214.7693037,7.564
3,46,498159.39,52.2,2.869,214.704919,7.564
3,47,605990.41,57.16,2.886,214.7017828,7.564
3,48,382677.76,53.2,2.943,214.6986466,7.564
3,49,378241.34,53.35,2.976,214.6955104,7.551
3,50,381061.1,44.76,2.983,214.7470729,7.551
3,51,350876.7,50.74,3.016,215.1268275,7.551
3,52,364866.24,48.71,3.01,215.5065821,7.551
3,53,438516.53,45.95,2.989,215.8863367,7.551
3,54,430526.21,43.57,3.022,216.2660913,7.551
3,55,432782.1,61.58,3.045,216.5843571,7.551
3,56,397211.19,67.4,3.065,216.8780275,7.551
3,57,437084.51,65.11,3.288,217.1716979,7.551
3,58,404753.3,61.29,3.459,217.4653683,7.551
3,59,392109.51,69.47,3.488,217.7235226,7.551
3,60,380683.67,72.94,3.473,217.9674705,7.551
3,61,374556.08,68.76,3.524,218.2114184,7.574
3,62,384075.31,72.55,3.622,218.4553663,7.574
3,63,366250.69,75.88,3.743,218.6788642,7.574
3,64,391860.04,76.91,3.807,218.851237,7.574
3,65,367405.4,78.69,3.81,219.0236099,7.574
3,66,413042.12,69.45,3.906,219.1959827,7.574
3,67,386312.68,79.87,3.899,219.3683556,7.574
3,68,364603.13,75.79,3.907,219.127216,7.574
3,69,369350.6,84.41,3.786,218.8860765,7.574
3,70,394507.84,84.29,3.699,218.6449369,7.574
3,71,391638.75,84.84,3.648,218.4037974,7.574
3,72,403423.34,86.96,3.637,218.3551748,7.574
3,73,385520.71,84.94,3.594,218.45094,7.574
3,74,368962.72,85.1,3.524,218.5467052,7.567
3,75,395146.24,85.38,3.48,218.6424704,7.567
3,76,373454.33,87.14,3.575,218.7275216,7.567
3,77,360617.37,86.19,3.651,218.7857881,7.567
3,78,345381.29,88.07,3.682,218.8440545,7.567
3,79,409981.25,88.45,3.684,218.9023209,7.567
3,80,380376.85,88.88,3.638,218.9605873,7.567
3,81,379716.91,88.44,3.554,219.023271,7.567
3,82,366367.55,87.67,3.523,219.0866908,7.567
3,83,375988.69,89.12,3.533,219.1501106,7.567
3,84,377347.49,81.72,3.546,219.2135305,7.567
3,85,375629.51,83.63,3.526,219.3972867,7.567
3,86,365248.94,80.19,3.467,219.7414914,7.567
3,87,368477.93,82.58,3.355,220.085696,7.567
3,88,403342.4,75.54,3.285,220.4299007,7.197
3,89,368282.57,73.75,3.274,220.7486167,7.197
3,90,394976.36,69.03,3.353,220.9144005,7.197
3,91,389540.62,71.04,3.372,221.0801842,7.197
3,92,459443.22,59.31,3.332,221.245968,7.197
3,93,407764.25,61.7,3.297,221.4117517,7.197
3,94,398838.97,63.91,3.308,221.6432852,7.197
3,95,556925.19,68.0,3.236,221.9011185,7.197
3,96,472511.32,54.97,3.172,222.1589519,7.197
3,97,468772.8,49.26,3.158,222.4167852,7.197
3,98,510747.62,57.95,3.159,222.6426418,7.197
3,99,551221.21,53.41,3.112,222.8258628,7.197
3,100,410553.88,48.29,3.129,223.0090839,7.197
3,101,398178.21,52.42,3.157,223.1923049,6.833
3,102,367438.62,51.86,3.261,223.3755259,6.833
3,103,365818.61,56.2,3.268,223.4700552,6.833
3,104,349518.1,58.06,3.29,223.5645845,6.833
3,105,424960.66,59.33,3.36,223.6591137,6.833
3,106,473292.47,51.65,3.409,223.753643,6.833
3,107,475591.08,52.39,3.51,223.9170153,6.833
3,108,418925.47,60.12,3.555,224.1320199,6.833
3,109,469752.56,61.65,3.63,224.3470245,6.833
3,110,445162.05,60.71,3.669,224.5620291,6.833
3,111,411775.8,64.0,3.734,224.7166953,6.833
3,112,413907.25,66.53,3.787,224.7909104,6.833
3,113,407488.84,69.36,3.845,224.8651254,6.833
3,114,503232.13,73.01,3.891,224.9393405,6.664
3,115,420789.74,72.83,3.891,225.0135556,6.664
3,116,434822.13,72.05,3.877,225.0689541,6.664
3,117,394616.11,73.39,3.814,225.1243526,6.664
3,118,439913.57,79.51,3.749,225.1797511,6.664
3,119,431985.36,75.19,3.688,225.2351496,6.664
3,120,418112.76,72.38,3.63,225.2512024,6.664
3,121,413701.29,78.58,3.561,225.2515168,6.664
3,122,432268.53,81.55,3.501,225.2518313,6.664
3,123,446336.8,81.65,3.452,225.2521458,6.664
3,124,442074.79,84.66,3.393,225.2644795,6.664
3,125,419497.95,82.7,3.346,225.3068615,6.664
3,126,422965.33,86.42,3.286,225.3492435,6.664
3,127,411206.5,83.14,3.227,225.3916254,6.334
3,128,416913.1,82.28,3.256,225.4340074,6.334
3,129,432424.85,81.38,3.311,225.4438827,6.334
3,130,389427.9,84.94,3.407,225.4537579,6.334
3,131,419990.29,86.55,3.417,225.4636332,6.334
3,132,391811.6,85.85,3.494,225.4735085,6.334
3,133,394918.83,87.36,3.571,225.5558664,6.334
3,134,412449.67,83.01,3.62,225.6925864,6.334
3,135,408838.73,85.18,3.638,225.8293063,6.334
3,136,408229.73,84.99,3.73,225.9660263,6.334
3,137,407589.16,78.36,3.717,226.1122067,6.334
3,138,414392.09,72.78,3.721,226.3151496,6.334
3,139,389813.02,77.46,3.666,226.5180926,6.334
3,140,443557.65,72.74,3.617,226.7210356,6.034
3,141,410804.39,70.31,3.601,226.9239785,6.034
3,142,424513.08,73.44,3.594,226.9688442,6.034
3,143,405432.7,74.66,3.506,226.9873637,6.034
4,1,2135143.87,43.76,2.598,126.4420645,8.623
4,2,2188307.39,28.84,2.573,126.4962581,8.623
4,3,2049860.26,36.45,2.54,126.5262857,8.623
4,4,1925728.84,41.36,2.59,126.5522857,8.623
4,5,1971057.44,43.49,2.654,126.5782857,8.623
4,6,1894324.09,49.63,2.704,126.6042857,8.623
4,7,1897429.36,55.19,2.743,126.6066452,8.623
4,8,1762539.3,39.91,2.752,126.6050645,8.623
4,9,1979247.12,48.77,2.74,126.6034839,7.896
4,10,1818452.72,54.16,2.773,126.6019032,7.896
4,11,1851519.69,56.23,2.81,126.5621,7.896
4,12,1802677.9,56.87,2.805,126.4713333,7.896
4,13,1817273.28,53.04,2.787,126.3805667,7.896
4,14,2000626.14,56.77,2.836,126.2898,7.896
4,15,1875597.28,62.35,2.845,126.2085484,7.896
4,16,1903752.6,67.4,2.82,126.1843871,7.896
4,17,1857533.7,67.73,2.756,126.1602258,7.896
4,18,1903290.58,70.83,2.701,126.1360645,7.896
4,19,1870619.23,78.45,2.668,126.1119032,7.896
4,20,1929736.35,81.53,2.635,126.114,7.896
4,21,1846651.95,81.1,2.654,126.1266,7.896
4,22,1881337.21,73.66,2.668,126.1392,7.372
4,23,1812208.22,80.35,2.637,126.1518,7.372
4,24,1898427.66,78.53,2.621,126.1498065,7.372
4,25,1848426.78,79.78,2.612,126.1283548,7.372
4,26,1796637.61,80.7,2.65,126.1069032,7.372
4,27,1907638.58,76.53,2.64,126.0854516,7.372
4,28,2007050.75,78.08,2.698,126.064,7.372
4,29,1997181.09,78.83,2.671,126.0766452,7.372
4,30,1848403.92,74.44,2.621,126.0892903,7.372
4,31,1935857.58,76.8,2.584,126.1019355,7.372
4,32,1865820.81,73.54,2.574,126.1145806,7.372
4,33,1899959.61,64.91,2.594,126.1454667,7.372
4,34,1810684.68,60.96,2.642,126.1900333,7.372
4,35,1842821.02,63.96,2.619,126.2346,7.127
4,36,1951494.85,67.73,2.645,126.2791667,7.127
4,37,1867345.09,62.03,2.732,126.3266774,7.127
4,38,1927610.06,64.17,2.736,126.3815484,7.127
4,39,1933333.0,56.94,2.718,126.4364194,7.127
4,40,2013115.79,51.6,2.699,126.4912903,7.127
4,41,1999794.26,52.65,2.741,126.5461613,7.127
4,42,2097809.4,48.05,2.78,126.6072,7.127
4,43,2789469.45,48.08,2.752,126.6692667,7.127
4,44,2102530.17,46.4,2.727,126.7313333,7.127
4,45,2302504.86,42.4,2.86,126.7934,7.127
4,46,2740057.14,46.57,2.884,126.8794839,7.127
4,47,3526713.39,43.21,2.887,126.9835806,7.127
4,48,1794868.74,38.09,2.955,127.0876774,7.127
4,49,1862476.27,39.34,2.98,127.1917742,6.51
4,50,1865502.46,31.6,2.992,127.3009355,6.51
4,51,1886393.94,38.34,3.017,127.4404839,6.51
4,52,1814240.85,40.6,3.022,127.5800323,6.51
4,53,2119086.04,34.61,2.996,127.7195806,6.51
4,54,2187847.29,33.29,3.033,127.859129,6.51
4,55,2316495.56,48.17,3.058,127.99525,6.51
4,56,2078094.69,49.0,3.087,128.13,6.51
4,57,2103455.75,46.56,3.305,128.26475,6.51
4,58,2039818.41,50.93,3.461,128.3995,6.51
4,59,2116475.38,51.86,3.495,128.5121935,6.51
4,60,1944164.32,59.1,3.48,128.6160645,6.51
4,61,1900246.47,56.99,3.521,128.7199355,5.946
4,62,2074953.46,62.61,3.605,128.8238065,5.946
4,63,1960587.76,62.34,3.724,128.9107333,5.946
4,64,2220600.76,68.8,3.781,128.9553,5.946
4,65,1878167.44,64.22,3.781,128.9998667,5.946
4,66,2063682.76,63.41,3.866,129.0444333,5.946
4,67,2002362.37,70.65,3.872,129.089,5.946
4,68,2015563.48,70.49,3.881,129.0756774,5.946
4,69,1986597.95,73.65,3.771,129.0623548,5.946
4,70,2065377.15,78.26,3.683,129.0490323,5.946
4,71,2073951.38,80.05,3.64,129.0357097,5.946
4,72,2141210.62,83.51,3.618,129.0432,5.946
4,73,2008344.92,81.85,3.57,129.0663,5.946
4,74,2051533.53,84.54,3.504,129.0894,5.644
4,75,2066541.86,84.59,3.469,129.1125,5.644
4,76,2049046.95,83.27,3.563,129.1338387,5.644
