unitid,time,sales,candidate,post
1,29,104.70502861617031,True,0
1,30,117.31683387818191,True,0
1,31,109.12834754566221,True,0
1,32,107.49935075284392,True,0
1,33,115.86206990996965,True,0
1,34,115.93995176866008,True,0
1,35,116.69615450007488,True,0
1,36,121.92895834692592,True,0
1,37,123.02614211129699,True,0
1,38,121.59324743723037,True,0
1,39,121.61459350091297,True,0
1,40,124.41045811008297,True,0
1,41,116.73181305969834,True,0
1,42,131.83832981562605,True,0
1,43,136.65101189084862,True,0
1,44,134.47028164871426,True,0
1,45,130.10789628407178,True,0
1,46,146.33746635249426,True,0
1,47,147.93063103854317,True,0
1,48,150.05150638654575,True,0
1,49,153.63414784750017,True,0
1,50,145.4658762569802,True,0
1,51,152.28283693573397,True,0
1,52,157.16906597294647,True,0
1,53,170.49379334676206,True,0
1,54,160.7348557430032,True,0
1,55,163.36285927437046,True,0
1,56,165.89429387793777,True,0
1,57,170.61261705803392,True,0
1,58,169.1673485553801,True,0
1,59,178.51351481908702,True,0
1,60,182.15421330610056,True,0
1,61,170.18441890488376,True,0
1,62,178.79407171391426,True,0
1,63,187.61946225143768,True,0
1,64,191.4521856119636,True,0
1,65,195.14124314808092,True,0
1,66,192.3055186763425,True,0
1,67,198.2854705865065,True,0
1,68,200.05686999242414,True,0
1,69,202.72351741617464,True,0
1,70,190.65868683296569,True,0
1,71,199.1137536192541,True,0
1,72,202.28316708173924,True,0
1,73,201.61960144765914,True,0
1,74,207.14046114907404,True,0
1,75,201.7645860034139,True,0
1,76,211.47764313500724,True,0
1,77,209.2609635697707,True,0
1,78,212.69263266936335,True,0
1,79,220.15064086568145,True,0
1,80,210.3899982057096,True,1
1,81,212.15752205212533,True,1
1,82,218.23845057862297,True,1
1,83,218.39998130440424,True,1
1,84,224.3461657565587,True,1
1,85,218.3737943280235,True,1
1,86,221.7536251599119,True,1
1,87,221.6691447782805,True,1
1,88,228.60183425147724,True,1
1,89,226.64950370795978,True,1
1,90,231.76129085391432,True,1
1,91,238.9649376992756,True,1
1,92,234.4323762804881,True,1
1,93,235.62687391168035,True,1
1,94,236.39942211138595,True,1
1,95,241.7525314344367,True,1
1,96,254.12476371748934,True,1
1,97,246.98200242764534,True,1
1,98,247.32863203815182,True,1
1,99,260.79020345448555,True,1
2,0,44.98038413773497,False,0
2,1,48.14022760416697,False,0
2,2,52.49980105306178,False,0
2,3,53.32449807096859,False,0
2,4,52.47489785906163,False,0
2,5,57.78650099666755,False,0
2,6,67.11201255044857,False,0
2,7,69.82816772880132,False,0
2,8,79.93120156506458,False,0
2,9,65.14169815121613,False,0
2,10,80.32222824861654,False,0
2,11,80.18966958286478,False,0
2,12,80.09979747622677,False,0
2,13,87.10939742000028,False,0
2,14,81.6561992028687,False,0
2,15,78.42375909907194,False,0
2,16,78.48100580748321,False,0
2,17,77.116790548654,False,0
2,18,98.57371516817882,False,0
2,19,97.2159981715556,False,0
2,20,88.51259323363092,False,0
2,21,97.17951416817282,False,0
2,22,102.7814971923268,False,0
2,23,97.4081909041619,False,0
2,24,94.0626693294347,False,0
2,25,96.799681057756,False,0
2,26,99.87278954303605,False,0
2,27,100.28731560512496,False,0
2,28,100.52796523957052,False,0
2,29,101.01147125706919,False,0
2,30,106.18136637529804,False,0
2,31,102.70998990171971,False,0
2,32,111.85388971929652,False,0
2,33,113.44923474067825,False,0
2,34,113.51992669600227,False,0
2,35,115.38433936494965,False,0
2,36,116.26937146474154,False,0
2,37,111.84507879298212,False,0
2,38,115.73193305413356,False,0
2,39,120.00546217154671,False,0
2,40,120.99492669842802,False,0
2,41,122.47569549535126,False,0
2,42,131.15616317463395,False,0
2,43,128.4916600097891,False,0
2,44,127.16706745473158,False,0
2,45,126.60744959443579,False,0
2,46,136.19964146986078,False,0
2,47,141.5597258762599,False,0
2,48,134.0148545018419,False,0
2,49,144.6383501809693,False,0
2,50,140.2700174697996,False,0
2,51,143.83061377664893,False,0
2,52,154.54699429576405,False,0
2,53,163.95256719561468,False,0
2,54,152.25209650688407,False,0
2,55,161.39606862846554,False,0
2,56,155.0293651423851,False,0
2,57,175.22034561018089,False,0
2,58,161.60688912958236,False,0
2,59,169.87259538180055,False,0
2,60,186.73621587059642,False,0
2,61,175.9465106308152,False,0
2,62,172.9468913268851,False,0
2,63,181.755136716967,False,0
2,64,183.56956858885027,False,0
2,65,186.82102807688702,False,0
2,66,185.90545714365206,False,0
2,67,182.91648482590048,False,0
2,68,188.46748977285569,False,0
2,69,199.95707931013973,False,0
2,70,191.59600993368684,False,0
2,71,185.60831024203688,False,0
2,72,196.30587969792546,False,0
2,73,191.63629131090167,False,0
2,74,196.44080327081574,False,0
2,75,200.65177104156936,False,0
2,76,204.3022412033809,False,0
2,77,204.0243038542346,False,0
2,78,202.33200057137321,False,0
2,79,203.3143757037792,False,0
2,80,198.31512281822,False,1
2,81,202.99191557900656,False,1
2,82,197.50597805472896,False,1
2,83,205.16242731329302,False,1
2,84,218.31668501924844,False,1
2,85,213.1131898917432,False,1
2,86,221.31195206306674,False,1
2,87,215.98608823389358,False,1
2,88,219.87013859452634,False,1
2,89,217.69763759479258,False,1
2,90,231.81553600626785,False,1
2,91,218.720704722958,False,1
2,92,227.38316876186207,False,1
2,93,224.27730747625344,False,1
2,94,229.6376602318,False,1
2,95,234.68279438789747,False,1
2,96,237.03034007496774,False,1
2,97,235.13815306764417,False,1
2,98,240.55183459965198,False,1
2,99,247.07641184777665,False,1
3,0,50.138320871347936,False,0
3,1,62.71692167698963,False,0
3,2,60.06927853051716,False,0
3,3,61.38632550190305,False,0
3,4,65.33697929577941,False,0
3,5,67.7905719087522,False,0
3,6,69.78648825139817,False,0
3,7,68.63845881489539,False,0
3,8,78.12567012717827,False,0
3,9,78.36309708587538,False,0
3,10,85.13168515275859,False,0
3,11,83.2719214686148,False,0
3,12,82.27767506671276,False,0
3,13,89.4111754510647,False,0
3,14,91.57849214987203,False,0
3,15,86.64166601094078,False,0
3,16,84.67432221742428,False,0
3,17,95.42243020080222,False,0
3,18,99.18651045051496,False,0
3,19,99.37245672224161,False,0
3,20,102.1958764373598,False,0
3,21,94.61452220727563,False,0
3,22,95.6622377413417,False,0
3,23,101.62557443112145,False,0
3,24,100.68370331918568,False,0
3,25,110.80547961295287,False,0
3,26,105.90396886843106,False,0
3,27,116.7406235965933,False,0
3,28,109.7244401879378,False,0
3,29,120.35420347775447,False,0
3,30,113.37774034693646,False,0
3,31,110.90330084040781,False,0
3,32,118.95679018854541,False,0
3,33,120.70178773553287,False,0
3,34,123.39730057807478,False,0
3,35,120.89503477555694,False,0
3,36,123.3043309949355,False,0
3,37,125.75512015346652,False,0
3,38,125.06046252231488,False,0
3,39,129.25309633673405,False,0
3,40,136.9961592088595,False,0
3,41,131.94093621557482,False,0
3,42,140.13074105919432,False,0
3,43,134.62397721353946,False,0
3,44,133.03355282318174,False,0
3,45,134.40470645890656,False,0
3,46,146.2924159835197,False,0
3,47,148.81264853993292,False,0
3,48,154.77591508347427,False,0
3,49,148.93300899103033,False,0
3,50,152.03028014774443,False,0
3,51,156.99323784939185,False,0
3,52,166.63273203149348,False,0
3,53,166.47214862499604,False,0
3,54,166.26160822895227,False,0
3,55,171.30279046951944,False,0
3,56,173.99715811929076,False,0
3,57,179.96137346032273,False,0
3,58,179.1019721398129,False,0
3,59,177.14410526424103,False,0
3,60,189.99044889703976,False,0
3,61,184.48519806665934,False,0
3,62,193.3994549551762,False,0
3,63,190.92836454027469,False,0
3,64,199.22988787915466,False,0
3,65,201.37288710456295,False,0
3,66,202.56843738909174,False,0
3,67,201.39907622846744,False,0
3,68,202.6866631555193,False,0
3,69,198.22901609135988,False,0
3,70,209.34661330724364,False,0
3,71,198.44485103526398,False,0
3,72,202.69138710176773,False,0
3,73,210.3873593973986,False,0
3,74,212.64258894717923,False,0
3,75,206.42720196235717,False,0
3,76,216.35057714994525,False,0
3,77,213.87480481389306,False,0
3,78,213.23267726664727,False,0
3,79,216.5642016384003,False,0
3,80,213.05179081070014,False,1
3,81,210.6091665477521,False,1
3,82,225.8686416921498,False,1
3,83,224.0210760498301,False,1
3,84,229.52364731289444,False,1
3,85,225.917041924992,False,1
3,86,226.36900917417304,False,1
3,87,232.1146866630408,False,1
3,88,234.69521313911218,False,1
3,89,232.94652054802935,False,1
3,90,243.2511194858845,False,1
3,91,229.4458068047962,False,1
3,92,238.4002794779671,False,1
3,93,242.47516771948813,False,1
3,94,241.49758351249133,False,1
3,95,237.4282844128654,False,1
3,96,249.1567372918849,False,1
3,97,252.99592739490691,False,1
3,98,247.69359473475762,False,1
3,99,257.24499055760947,False,1
4,0,54.87665937753343,False,0
4,1,67.74518170131132,False,0
4,2,65.99050661662861,False,0
4,3,66.32633623470652,False,0
4,4,66.12166525407466,False,0
4,5,65.86925483269228,False,0
4,6,81.17096521891813,False,0
4,7,82.74983623261852,False,0
4,8,76.91672374620032,False,0
4,9,90.39646334471819,False,0
4,10,88.30530359727466,False,0
4,11,91.00576337842608,False,0
4,12,87.29702528709464,False,0
4,13,88.91795932299918,False,0
4,14,84.19127719676865,False,0
4,15,93.85787011646096,False,0
4,16,93.25903944762354,False,0
4,17,89.35218793952409,False,0
4,18,106.10692284668121,False,0
4,19,108.34966966254022,False,0
4,20,105.48774715988878,False,0
4,21,107.21696863878425,False,0
4,22,116.9156177045661,False,0
4,23,101.5777553047805,False,0
4,24,111.47961420925752,False,0
4,25,104.01238793094201,False,0
4,26,115.67441686036739,False,0
4,27,112.41696282947785,False,0
4,28,119.09830394058113,False,0
4,29,130.8108222271363,False,0
4,30,119.24558223968074,False,0
4,31,119.44501990045113,False,0
4,32,120.984565241831,False,0
4,33,114.57279691474818,False,0
4,34,122.16263289690171,False,0
4,35,130.07924455078478,False,0
4,36,132.9468155367981,False,0
4,37,127.05507148395094,False,0
4,38,139.29668714006294,False,0
4,39,131.17928575930202,False,0
4,40,136.68954217791918,False,0
4,41,140.07116110103888,False,0
4,42,146.7238677149806,False,0
4,43,140.25527868468765,False,0
4,44,141.46482636515898,False,0
4,45,144.20254721716879,False,0
4,46,158.55256248848713,False,0
4,47,155.29798068234146,False,0
4,48,156.5319367588393,False,0
4,49,148.6252095877615,False,0
4,50,153.47793135347888,False,0
4,51,159.53093704532975,False,0
4,52,168.45502481913556,False,0
4,53,173.72229136828346,False,0
4,54,170.9219147635824,False,0
4,55,178.36859823282518,False,0
4,56,173.0942799908066,False,0
4,57,178.39661113682203,False,0
4,58,181.92553829990976,False,0
4,59,182.90578981451773,False,0
4,60,184.60167098437944,False,0
4,61,186.15112344351888,False,0
4,62,190.09487304093534,False,0
4,63,190.77608098559725,False,0
4,64,201.5915803126289,False,0
4,65,201.73361538635402,False,0
4,66,194.56001647805846,False,0
4,67,200.4565157153082,False,0
4,68,207.437345416089,False,0
4,69,202.9875381291676,False,0
4,70,206.93788840672178,False,0
4,71,207.05626217538855,False,0
4,72,203.6504857638641,False,0
4,73,209.83954152833047,False,0
4,74,205.97496390073542,False,0
4,75,208.22050309680458,False,0
4,76,212.80693333439567,False,0
4,77,213.423947603109,False,0
4,78,217.65312714081279,False,0
4,79,218.18636395007962,False,0
4,80,218.36148934465575,False,1
4,81,214.3884726265108,False,1
4,82,230.49931206491271,False,1
4,83,223.55412794138206,False,1
4,84,215.7795008869932,False,1
4,85,231.491908402686,False,1
4,86,226.30982458290106,False,1
4,87,233.0828189240867,False,1
4,88,243.47092074880865,False,1
4,89,226.72042460411657,False,1
4,90,243.65448818380005,False,1
4,91,242.25451345942392,False,1
4,92,240.41349949672895,False,1
4,93,237.90859326186077,False,1
4,94,239.35653294875914,False,1
4,95,244.4424756751958,False,1
4,96,262.1989305361818,False,1
4,97,247.0886493278321,False,1
4,98,251.31384186003012,False,1
4,99,260.41344343898237,False,1
5,0,37.427939266023984,False,0
5,1,50.25598066276966,False,0
5,2,60.921049147287164,False,0
5,3,57.43560555295762,False,0
5,4,64.3336412864731,False,0
5,5,57.967962626770515,False,0
5,6,64.2404974844443,False,0
5,7,72.9205366086596,False,0
5,8,70.21966799790445,False,0
5,9,63.382589643810164,False,0
5,10,84.76059291218336,False,0
5,11,81.94266154429933,False,0
5,12,76.25125463393334,False,0
5,13,76.96845733773571,False,0
5,14,77.96141240384158,False,0
5,15,84.8872123773928,False,0
5,16,75.71634637912302,False,0
5,17,81.72965082213747,False,0
5,18,96.62089722382271,False,0
5,19,88.63222433893432,False,0
5,20,95.98262664034732,False,0
5,21,96.91001995858198,False,0
5,22,94.75052784034665,False,0
5,23,92.55439757990426,False,0
5,24,91.75070544875051,False,0
5,25,95.29464315625967,False,0
5,26,106.92617428412167,False,0
5,27,106.70430487827151,False,0
5,28,104.35755583473951,False,0
5,29,117.41903672626833,False,0
5,30,108.45376552885591,False,0
5,31,103.06917113520305,False,0
5,32,111.71580507831264,False,0
5,33,114.16716557720027,False,0
5,34,120.60387272758761,False,0
5,35,122.75469449405702,False,0
5,36,118.50247674896737,False,0
5,37,122.04144037070776,False,0
5,38,119.38519074129815,False,0
5,39,115.76391888821414,False,0
5,40,130.1210692815752,False,0
5,41,127.83367582801156,False,0
5,42,140.78440736064422,False,0
5,43,133.42966658543736,False,0
5,44,133.03400677936688,False,0
5,45,129.4533673856634,False,0
5,46,136.21450985526226,False,0
5,47,145.55725776569003,False,0
5,48,145.67236138006623,False,0
5,49,147.72364765194502,False,0
5,50,150.94926841030227,False,0
5,51,152.76748988872848,False,0
5,52,158.80223460005786,False,0
5,53,157.15904238143148,False,0
5,54,156.10864298958197,False,0
5,55,168.41282386022834,False,0
5,56,165.44059688982867,False,0
5,57,167.23537956801732,False,0
5,58,166.92651098729777,False,0
5,59,173.23711948601073,False,0
5,60,173.70085967573434,False,0
5,61,181.74742499281047,False,0
5,62,179.54160804373635,False,0
5,63,185.2897195926445,False,0
5,64,187.58975518144655,False,0
5,65,191.86287758103634,False,0
5,66,180.42633419562915,False,0
5,67,191.25874842520642,False,0
5,68,193.51702635499075,False,0
5,69,200.25051828310737,False,0
5,70,195.09606079570526,False,0
5,71,193.7095589034038,False,0
5,72,194.59238739667606,False,0
5,73,203.92835321013723,False,0
5,74,199.80201498795998,False,0
5,75,199.7359763709374,False,0
5,76,205.2762555468085,False,0
5,77,206.182241784812,False,0
5,78,210.34901898543984,False,0
5,79,215.8025799002165,False,0
5,80,207.72298709296808,False,1
5,81,209.76490256820983,False,1
5,82,211.43132775117,False,1
5,83,211.81029987858574,False,1
5,84,211.9067149368463,False,1
5,85,222.87911919751437,False,1
5,86,220.01616100123613,False,1
5,87,221.627302246365,False,1
5,88,222.7103167065005,False,1
5,89,221.23159599597233,False,1
5,90,236.6829392961473,False,1
5,91,228.0529807955519,False,1
5,92,228.25451086252573,False,1
5,93,224.07121561413513,False,1
5,94,230.51166523477607,False,1
5,95,231.1875673046197,False,1
5,96,240.4714735180535,False,1
5,97,243.41937223336654,False,1
5,98,239.2075025980466,False,1
5,99,252.0493208168421,False,1
6,0,44.80104298080755,False,0
6,1,54.6771937841279,False,0
6,2,60.88523479906843,False,0
6,3,55.55370671827003,False,0
6,4,60.34338505905238,False,0
6,5,63.21882186834148,False,0
6,6,70.63094257661486,False,0
6,7,69.33119034654206,False,0
6,8,74.3947737167699,False,0
6,9,68.00262499554667,False,0
6,10,82.36108852938911,False,0
6,11,76.26101763547278,False,0
6,12,79.72507759777042,False,0
6,13,84.70753141647259,False,0
6,14,80.16200277064162,False,0
6,15,84.05967245512204,False,0
6,16,84.9577309109982,False,0
6,17,91.27043397341563,False,0
6,18,97.84467915910561,False,0
6,19,90.3980095668878,False,0
6,20,86.33050738084542,False,0
6,21,98.50216072126675,False,0
6,22,104.34669063653968,False,0
6,23,94.41644850433522,False,0
6,24,99.24894040691723,False,0
6,25,97.72030492748432,False,0
6,26,104.00219726675087,False,0
6,27,100.56506968954865,False,0
6,28,105.98520612380236,False,0
6,29,109.14959319063065,False,0
6,30,109.39415371222131,False,0
6,31,108.35417299139056,False,0
6,32,105.0332269442599,False,0
6,33,110.21685440423758,False,0
6,34,117.74243321077833,False,0
6,35,125.90767203574792,False,0
6,36,115.05789719619514,False,0
6,37,115.48787796529648,False,0
6,38,126.17085559228033,False,0
6,39,119.85872882307497,False,0
6,40,124.81949599497212,False,0
6,41,126.6839051250307,False,0
6,42,134.7578616567824,False,0
6,43,128.88573923412693,False,0
6,44,134.36147351318593,False,0
6,45,135.07727399369912,False,0
6,46,146.43974831638883,False,0
6,47,142.5534631065421,False,0
6,48,144.72070729352632,False,0
6,49,145.07099273568997,False,0
6,50,151.9441039127439,False,0
6,51,154.0275729961475,False,0
6,52,152.64518667971373,False,0
6,53,165.88947563179684,False,0
6,54,153.9192704113864,False,0
6,55,162.86365413040036,False,0
6,56,158.52100126826053,False,0
6,57,173.0322618521659,False,0
6,58,177.80576798868182,False,0
6,59,176.86718322913904,False,0
6,60,180.76841496821086,False,0
6,61,182.7911961266227,False,0
6,62,179.3153877280599,False,0
6,63,181.72801914637017,False,0
6,64,184.38576910835135,False,0
6,65,195.8625048299396,False,0
6,66,190.77104780202635,False,0
6,67,192.82409494475286,False,0
6,68,197.87916275234159,False,0
6,69,196.94463965479045,False,0
6,70,198.62170111208147,False,0
6,71,192.88151163375178,False,0
6,72,204.0652012557823,False,0
6,73,210.9461572135969,False,0
6,74,193.27960174728037,False,0
6,75,204.09507242973774,False,0
6,76,211.36923151812564,False,0
6,77,206.99760632481616,False,0
6,78,214.16984674061464,False,0
6,79,208.96592946060355,False,0
6,80,211.43094822246613,False,1
6,81,208.44953107107685,False,1
6,82,210.45047903144592,False,1
6,83,208.92328978353098,False,1
6,84,224.35582804238874,False,1
6,85,218.38721280510597,False,1
6,86,228.6843112246775,False,1
6,87,226.9483768805016,False,1
6,88,227.83591093556427,False,1
6,89,223.7889250140274,False,1
6,90,236.83857289962333,False,1
6,91,229.57887280416034,False,1
6,92,234.43243382718074,False,1
6,93,226.22393733890644,False,1
6,94,235.33551596890217,False,1
6,95,239.09153475336186,False,1
6,96,248.68536902310586,False,1
6,97,241.7974522619651,False,1
6,98,244.84241741952974,False,1
6,99,250.0599369602591,False,1
7,0,57.2970093571363,True,0
7,1,70.8883837812802,True,0
7,2,68.97802376853679,True,0
7,3,69.80703234057516,True,0
7,4,66.15882124389279,True,0
7,5,69.14623924974117,True,0
7,6,77.92226869534733,True,0
7,7,84.87425514517177,True,0
7,8,90.02434892058065,True,0
7,9,92.64964232827421,True,0
7,10,95.11351735281434,True,0
7,11,95.10006255768529,True,0
7,12,102.26132141446416,True,0
7,13,98.62718214054921,True,0
7,14,99.10831714931739,True,0
7,15,98.06179084909489,True,0
7,16,98.25636963647474,True,0
7,17,96.32921203214224,True,0
7,18,115.0227061989925,True,0
7,19,114.75348277908685,True,0
7,20,107.96296889679019,True,0
7,21,102.4967710131946,True,0
7,22,109.68386966099982,True,0
7,23,111.62810834656777,True,0
7,24,113.72130737252814,True,0
7,25,107.97103630936364,True,0
7,26,122.2581055062165,True,0
7,27,124.740435944043,True,0
7,28,124.08088208548078,True,0
7,29,124.6398126909698,True,0
7,30,131.54657437722975,True,0
7,31,118.25769779625087,True,0
7,32,129.82836866430532,True,0
7,33,122.39207252346694,True,0
7,34,132.92958367352253,True,0
7,35,138.18468069528515,True,0
7,36,143.5914290822476,True,0
7,37,134.6187349132416,True,0
7,38,132.83214398651734,True,0
7,39,133.75220395439044,True,0
7,40,152.6716532229461,True,0
7,41,148.0439238223916,True,0
7,42,154.11167573682664,True,0
7,43,157.16532308706672,True,0
7,44,149.58309556341777,True,0
7,45,145.43143373546872,True,0
7,46,162.45686308860684,True,0
7,47,164.27284098747253,True,0
7,48,158.3778466476667,True,0
7,49,156.01557972905155,True,0
7,50,169.72100087962383,True,0
7,51,177.9423597634684,True,0
7,52,169.37348347417156,True,0
7,53,181.41566407881223,True,0
7,54,175.4266331663667,True,0
7,55,173.37680543989927,True,0
7,56,184.34447406060363,True,0
7,57,194.96460917797958,True,0
7,58,183.18204354046316,True,0
7,59,196.6900246009684,True,0
7,60,195.71500813875232,True,0
7,61,201.33058892930447,True,0
7,62,202.47291390356403,True,0
7,63,199.44246715760906,True,0
7,64,202.30839059898,True,0
7,65,216.50245572009487,True,0
7,66,210.85760785920053,True,0
7,67,212.07181196018183,True,0
7,68,214.04135172853924,True,0
7,69,213.9079388155743,True,0
7,70,212.53523751455856,True,0
7,71,220.41903312229022,True,0
7,72,218.1267712026777,True,0
7,73,224.60449301538344,True,0
7,74,216.10116195863864,True,0
7,75,220.45149676464027,True,0
7,76,236.79784019577266,True,0
7,77,231.07983870581177,True,0
7,78,235.0524097764752,True,0
7,79,230.29217282539574,True,0
7,80,226.169240960789,True,1
7,81,223.4940749796456,True,1
7,82,238.77330090217987,True,1
7,83,237.98610988097172,True,1
7,84,233.55947514071417,True,1
7,85,239.5102560563335,True,1
7,86,246.9412331375478,True,1
7,87,237.7521541073277,True,1
7,88,251.04573404808113,True,1
7,89,243.2651321582866,True,1
7,90,251.03966863614343,True,1
7,91,247.11837920427806,True,1
7,92,252.77892208448586,True,1
7,93,250.52530011442346,True,1
7,94,259.6034665788521,True,1
7,95,257.9952995302126,True,1
7,96,267.96879140319203,True,1
7,97,261.6314859507025,True,1
7,98,264.70952888420396,True,1
7,99,272.3583245889363,True,1
8,0,65.42405946619128,False,0
8,1,75.22655138482105,False,0
8,2,77.61450563703762,False,0
8,3,84.9723345282381,False,0
8,4,81.51319334978609,False,0
8,5,85.3990786069394,False,0
8,6,91.76628244598162,False,0
8,7,93.27903283591958,False,0
8,8,92.83572570173631,False,0
8,9,90.08017054102827,False,0
8,10,108.0478041488665,False,0
8,11,97.16640448709761,False,0
8,12,104.84528647955995,False,0
8,13,105.59888950780072,False,0
8,14,96.47795676089262,False,0
8,15,105.81469759140072,False,0
8,16,103.04121873011505,False,0
8,17,102.55611951204514,False,0
8,18,113.06713215591259,False,0
8,19,118.89004221669025,False,0
8,20,117.3856739633517,False,0
8,21,119.43095500539873,False,0
8,22,124.12809336912225,False,0
8,23,115.68993608025013,False,0
8,24,125.51274384860409,False,0
8,25,120.14911335651601,False,0
8,26,122.66600046980719,False,0
8,27,127.65261331236123,False,0
8,28,123.19304975063713,False,0
8,29,132.99339935288967,False,0
8,30,133.72818661386833,False,0
8,31,126.80742338763467,False,0
8,32,136.6483393076851,False,0
8,33,134.61708447268424,False,0
8,34,135.32967045076165,False,0
8,35,146.81972852883635,False,0
8,36,139.63379032217472,False,0
8,37,142.20289068006738,False,0
8,38,147.12358435442962,False,0
8,39,144.58778946645793,False,0
8,40,149.87272074639668,False,0
8,41,148.02129420401786,False,0
8,42,161.85607251606797,False,0
8,43,157.54834162315933,False,0
8,44,152.22738682415422,False,0
8,45,161.42141149655055,False,0
8,46,161.52516631331036,False,0
8,47,170.83347840899174,False,0
8,48,168.54652405315346,False,0
8,49,167.67066523478414,False,0
8,50,174.70861367721565,False,0
8,51,174.0224178054359,False,0
8,52,174.176886987709,False,0
8,53,192.50844049316677,False,0
8,54,178.83350263767744,False,0
8,55,185.77433888650052,False,0
8,56,185.87204635185367,False,0
8,57,201.28260444661095,False,0
8,58,193.24273619266197,False,0
8,59,194.96442148623598,False,0
8,60,205.17351771055175,False,0
8,61,203.65146488265506,False,0
8,62,207.14886879639153,False,0
8,63,210.4361577903927,False,0
8,64,211.48453538405442,False,0
8,65,222.7108804431282,False,0
8,66,208.309908120557,False,0
8,67,219.45017773080764,False,0
8,68,223.67052153837696,False,0
8,69,220.3953852492648,False,0
8,70,215.45483112344806,False,0
8,71,220.99116639442232,False,0
8,72,225.3970958723837,False,0
8,73,230.3162548506126,False,0
